File Name,admin_2015-07-07 12-35-34_CC009827_CRAF.pcrd
Created By User,admin
Notes,
ID,
Run Started,07/07/2015 19:35:52 UTC
Run Ended,07/07/2015 23:02:07 UTC
Sample Vol,20
Lid Temp,105
Protocol File Name,Jake_CFX_3StepAmp+Melt.prcl
Plate Setup File Name,platesetup.pltd
Base Serial Number,CC009827
Optical Head Serial Number,785BR3659
CFX Manager Version,3.1.1517.0823. 
