File Name,admin_2015-07-15 11-01-32_CC009827_H33.pcrd
Created By User,admin
Notes,
ID,
Run Started,07/15/2015 18:02:00 UTC
Run Ended,07/15/2015 21:28:11 UTC
Sample Vol,20
Lid Temp,105
Protocol File Name,Jake_CFX_3StepAmp+Melt.prcl
Plate Setup File Name,platesetup.pltd
Base Serial Number,CC009827
Optical Head Serial Number,785BR3659
CFX Manager Version,3.1.1517.0823. 
