File Name,admin_2015-06-29 16-19-42_CC009827_TLR.pcrd
Created By User,admin
Notes,
ID,
Run Started,06/29/2015 23:20:22 UTC
Run Ended,06/30/2015 02:46:31 UTC
Sample Vol,20
Lid Temp,105
Protocol File Name,Jake_CFX_3StepAmp+Melt.prcl
Plate Setup File Name,platesetup.pltd
Base Serial Number,CC009827
Optical Head Serial Number,785BR3659
CFX Manager Version,3.1.1517.0823. 
