File Name,admin_2015-07-22 17-31-30_CC009827_PGRP.pcrd
Created By User,admin
Notes,
ID,
Run Started,07/23/2015 00:31:49 UTC
Run Ended,07/23/2015 03:58:12 UTC
Sample Vol,20
Lid Temp,105
Protocol File Name,Jake_CFX_3StepAmp+Melt.prcl
Plate Setup File Name,platesetup.pltd
Base Serial Number,CC009827
Optical Head Serial Number,785BR3659
CFX Manager Version,3.1.1517.0823. 
