File Name,admin_2015-07-13 15-39-58_CC009827_TLR.pcrd
Created By User,admin
Notes,
ID,
Run Started,07/13/2015 22:40:14 UTC
Run Ended,07/14/2015 02:06:45 UTC
Sample Vol,20
Lid Temp,105
Protocol File Name,Jake_CFX_3StepAmp+Melt.prcl
Plate Setup File Name,platesetup.pltd
Base Serial Number,CC009827
Optical Head Serial Number,785BR3659
CFX Manager Version,3.1.1517.0823. 
