File Name,admin_2015-07-14 10-41-28_CC009827_Elong.pcrd
Created By User,admin
Notes,
ID,
Run Started,07/14/2015 17:42:00 UTC
Run Ended,07/14/2015 21:08:35 UTC
Sample Vol,20
Lid Temp,105
Protocol File Name,Jake_CFX_3StepAmp+Melt.prcl
Plate Setup File Name,platesetup.pltd
Base Serial Number,CC009827
Optical Head Serial Number,785BR3659
CFX Manager Version,3.1.1517.0823. 
