Filename: "C:\Users\Jake H\Documents\GitHub\Resilience-Project\qPCR data\5272015\rawfluoro.csv"

Wellset: "Default"

Step,Cycle,Dye,Temp.,A1,B1,C1,D1,E1,F1,G1,H1,A2,B2,C2,D2,E2,F2,G2,H2,A3,B3,C3,D3,E3,F3,G3,H3,A4,B4,C4,D4,E4,F4,G4,H4,
6, 26, SBGnew, 72.0, 0.0000,0.0343,0.0117,0.0069,0.0362,0.1116,0.1207,0.0005,0.0005,0.0563,0.0156,0.0104,0.0832,0.0815,0.1756,0.0000,0.0003,0.0021,0.0030,0.3816,0.0021,0.0111,0.0507,0.0001,0.0000,0.0010,0.0055,0.4607,0.0020,0.0211,0.0202,0.0004,
6, 27, SBGnew, 72.0, 0.0002,0.0643,0.0235,0.0152,0.0705,0.1859,0.1925,0.0005,0.0009,0.1044,0.0317,0.0223,0.1492,0.1439,0.2694,0.0005,0.0003,0.0050,0.0083,0.5850,0.0051,0.0237,0.1001,0.0000,0.0002,0.0031,0.0119,0.6804,0.0048,0.0426,0.0415,0.0003,
6, 28, SBGnew, 72.0, 0.0004,0.1109,0.0455,0.0316,0.1279,0.2845,0.2802,0.0007,0.0013,0.1789,0.0622,0.0430,0.2443,0.2316,0.3823,0.0006,0.0002,0.0106,0.0177,0.8252,0.0097,0.0491,0.1877,0.0008,0.0008,0.0083,0.0251,0.9226,0.0110,0.0854,0.0810,0.0009,
6, 29, SBGnew, 72.0, 0.0012,0.1767,0.0839,0.0600,0.2117,0.4000,0.3811,0.0012,0.0013,0.2799,0.1129,0.0806,0.3687,0.3455,0.5056,0.0016,0.0005,0.0212,0.0351,1.0772,0.0180,0.0966,0.3278,0.0010,0.0010,0.0185,0.0489,1.1621,0.0218,0.1632,0.1511,0.0010,
6, 30, SBGnew, 72.0, 0.0019,0.2579,0.1423,0.1088,0.3247,0.5260,0.4848,0.0017,0.0024,0.4044,0.1907,0.1408,0.5129,0.4746,0.6281,0.0024,0.0012,0.0405,0.0662,1.3191,0.0339,0.1815,0.5211,0.0020,0.0015,0.0374,0.0944,1.3786,0.0423,0.2942,0.2628,0.0021,
6, 31, SBGnew, 72.0, 0.0026,0.3514,0.2246,0.1838,0.4589,0.6522,0.5828,0.0019,0.0029,0.5442,0.2968,0.2268,0.6684,0.6085,0.7386,0.0034,0.0022,0.0760,0.1234,1.5275,0.0631,0.3183,0.7573,0.0026,0.0025,0.0729,0.1713,1.5542,0.0796,0.4899,0.4221,0.0033,
6, 32, SBGnew, 72.0, 0.0036,0.4465,0.3264,0.2876,0.6061,0.7652,0.6661,0.0022,0.0032,0.6868,0.4278,0.3391,0.8176,0.7392,0.8292,0.0046,0.0030,0.1401,0.2220,1.6939,0.1146,0.5185,1.0149,0.0041,0.0030,0.1350,0.2913,1.6909,0.1426,0.7446,0.6177,0.0051,
6, 33, SBGnew, 72.0, 0.0042,0.5363,0.4428,0.4142,0.7507,0.8584,0.7323,0.0028,0.0042,0.8210,0.5751,0.4730,0.9515,0.8539,0.8962,0.0060,0.0044,0.2421,0.3766,1.8215,0.2026,0.7711,1.2676,0.0056,0.0037,0.2346,0.4557,1.7913,0.2430,1.0380,0.8341,0.0075,
6, 34, SBGnew, 72.0, 0.0050,0.6163,0.5619,0.5581,0.8820,0.9271,0.7774,0.0031,0.0049,0.9344,0.7229,0.6146,1.0558,0.9429,0.9414,0.0061,0.0061,0.3862,0.5871,1.9170,0.3384,1.0562,1.4916,0.0081,0.0056,0.3753,0.6550,1.8643,0.3846,1.3443,1.0452,0.0117,
6, 35, SBGnew, 72.0, 0.0061,0.6789,0.6769,0.7036,0.9869,0.9736,0.8043,0.0035,0.0054,1.0224,0.8623,0.7503,1.1320,1.0079,0.9656,0.0073,0.0085,0.5632,0.8417,1.9838,0.5208,1.3465,1.6754,0.0125,0.0077,0.5475,0.8687,1.9117,0.5605,1.6283,1.2342,0.0178,
6, 36, SBGnew, 72.0, 0.0070,0.7215,0.7724,0.8413,1.0638,1.0005,0.8194,0.0042,0.0062,1.0840,0.9802,0.8659,1.1798,1.0498,0.9781,0.0079,0.0114,0.7575,1.1107,2.0295,0.7375,1.6104,1.8163,0.0199,0.0106,0.7402,1.0763,1.9426,0.7548,1.8650,1.3866,0.0289,
6, 37, SBGnew, 72.0, 0.0078,0.7490,0.8457,0.9511,1.1141,1.0124,0.8236,0.0058,0.0072,1.1214,1.0692,0.9507,1.2069,1.0720,0.9803,0.0085,0.0167,0.9487,1.3729,2.0548,0.9696,1.8272,1.9181,0.0330,0.0161,0.9301,1.2594,1.9580,0.9569,2.0517,1.5018,0.0484,
6, 38, SBGnew, 72.0, 0.0098,0.7638,0.8957,1.0331,1.1418,1.0163,0.8241,0.0077,0.0080,1.1400,1.1284,1.0046,1.2164,1.0807,0.9816,0.0086,0.0254,1.1199,1.6010,2.0714,1.1918,1.9948,1.9893,0.0567,0.0248,1.0987,1.4078,1.9658,1.1442,2.1909,1.5875,0.0801,
6, 39, SBGnew, 72.0, 0.0112,0.7668,0.9260,1.0851,1.1538,1.0197,0.8237,0.0097,0.0093,1.1483,1.1651,1.0332,1.2205,1.0832,0.9808,0.0091,0.0333,1.2438,1.7651,2.0784,1.3620,2.1068,2.0332,0.0800,0.0326,1.2207,1.5097,1.9689,1.2854,2.2807,1.6456,0.1098,
6, 40, SBGnew, 72.0, 0.0125,0.7670,0.9388,1.1136,1.1575,1.0211,0.8239,0.0116,0.0102,1.1513,1.1814,1.0434,1.2215,1.0835,0.9822,0.0088,0.0403,1.3255,1.8710,2.0807,1.4781,2.1744,2.0574,0.1008,0.0396,1.3026,1.5748,1.9705,1.3823,2.3360,1.6814,0.1371,
10, 1, SBGnew, 55.0, 0.0865,1.4205,1.7398,2.0636,2.1019,1.8882,1.4948,0.1052,0.0935,2.1123,2.1729,1.9987,2.2463,1.9918,1.8172,0.0920,0.1809,2.2107,3.1478,3.3252,2.5706,3.4691,3.1516,0.4711,0.1971,2.2068,2.5710,3.0555,2.7093,3.6319,2.5984,0.5195,
10, 2, SBGnew, 55.5, 0.0871,1.4015,1.7289,2.0578,2.1026,1.8780,1.4893,0.0970,0.0920,2.1201,2.1666,1.9923,2.2477,2.0058,1.8274,0.0907,0.1901,2.2381,3.1599,3.3456,2.5845,3.5221,3.1904,0.4632,0.1958,2.2308,2.5941,3.0795,2.7506,3.6859,2.6352,0.5333,
10, 3, SBGnew, 56.0, 0.0820,1.3980,1.7266,2.0451,2.1031,1.8810,1.4822,0.0959,0.0917,2.1244,2.1749,2.0157,2.2627,2.0022,1.8230,0.0837,0.1892,2.2616,3.1944,3.4171,2.6014,3.5630,3.2169,0.4648,0.2008,2.2533,2.6479,3.1136,2.7843,3.7369,2.6403,0.5416,
10, 4, SBGnew, 56.5, 0.0838,1.4035,1.7358,2.0509,2.1074,1.8912,1.4669,0.0889,0.0866,2.1325,2.1848,2.0373,2.2746,2.0265,1.8243,0.0818,0.1877,2.2698,3.2059,3.4336,2.6281,3.6088,3.2678,0.4585,0.2001,2.2909,2.6544,3.1379,2.8370,3.8011,2.6708,0.5524,
10, 5, SBGnew, 57.0, 0.0761,1.3904,1.7267,2.0497,2.1090,1.8851,1.4749,0.0883,0.0832,2.1464,2.1944,2.0413,2.2975,2.0445,1.8386,0.0757,0.1929,2.2879,3.2471,3.4894,2.6443,3.6592,3.3190,0.4605,0.2059,2.3247,2.7103,3.1750,2.8330,3.8623,2.6985,0.5676,
10, 6, SBGnew, 57.5, 0.0750,1.3907,1.7221,2.0432,2.1065,1.8822,1.4674,0.0877,0.0819,2.1677,2.2041,2.0653,2.3026,2.0683,1.8421,0.0748,0.1920,2.3179,3.2589,3.5172,2.6927,3.7157,3.3702,0.4610,0.2048,2.3584,2.7358,3.2193,2.8154,3.9197,2.7358,0.5858,
10, 7, SBGnew, 58.0, 0.0742,1.3963,1.7330,2.0419,2.1121,1.8676,1.4660,0.0817,0.0764,2.1770,2.2136,2.0746,2.3169,2.0731,1.8448,0.0713,0.1966,2.3415,3.3077,3.5023,2.7096,3.7484,3.3893,0.4628,0.2045,2.3744,2.7805,3.2707,2.8112,3.9748,2.7829,0.6034,
10, 8, SBGnew, 58.5, 0.0697,1.3931,1.7324,2.0465,2.0978,1.8548,1.4682,0.0799,0.0763,2.2048,2.2098,2.0848,2.3175,2.0670,1.8391,0.0629,0.1888,2.3672,3.3414,3.4919,2.7377,3.7812,3.3876,0.4603,0.2091,2.4075,2.7840,3.3053,2.7842,3.9779,2.8061,0.6116,
10, 9, SBGnew, 59.0, 0.0690,1.3866,1.7330,2.0439,2.1124,1.8215,1.4637,0.0778,0.0744,2.1949,2.1961,2.0628,2.2882,2.0521,1.8437,0.0636,0.1944,2.3675,3.3836,3.4620,2.7494,3.7910,3.3926,0.4628,0.2065,2.4178,2.7755,3.3142,2.7616,3.9856,2.8207,0.6208,
10, 10, SBGnew, 59.5, 0.0680,1.3898,1.7313,2.0424,2.0857,1.8036,1.4662,0.0744,0.0744,2.1725,2.1686,2.0420,2.2676,2.0412,1.8258,0.0610,0.1994,2.3797,3.3547,3.4506,2.7445,3.7605,3.3842,0.4548,0.2052,2.4117,2.7767,3.3198,2.7381,3.9873,2.8414,0.6249,
10, 11, SBGnew, 60.0, 0.0627,1.3806,1.7125,2.0309,2.0802,1.7874,1.4721,0.0709,0.0738,2.1423,2.1496,2.0198,2.2361,2.0150,1.8006,0.0567,0.1973,2.3507,3.3549,3.4331,2.7129,3.7799,3.3945,0.4502,0.2058,2.4153,2.7751,3.3213,2.7039,3.9680,2.8397,0.6244,
10, 12, SBGnew, 60.5, 0.0640,1.3678,1.7084,2.0170,2.0561,1.7740,1.4746,0.0682,0.0663,2.1217,2.1340,1.9966,2.2204,1.9937,1.7913,0.0590,0.1941,2.3510,3.3357,3.4172,2.7015,3.7417,3.3660,0.4494,0.2061,2.4014,2.7617,3.2951,2.6762,3.9553,2.8309,0.6262,
10, 13, SBGnew, 61.0, 0.0620,1.3543,1.6830,2.0067,2.0343,1.7551,1.4516,0.0676,0.0624,2.1042,2.1036,1.9642,2.1947,1.9783,1.7737,0.0568,0.1919,2.3441,3.3308,3.4095,2.6833,3.7395,3.3758,0.4467,0.2029,2.3996,2.7443,3.3096,2.6363,3.9321,2.8258,0.6200,
10, 14, SBGnew, 61.5, 0.0613,1.3440,1.6648,1.9823,2.0290,1.7333,1.4497,0.0658,0.0609,2.0900,2.0969,1.9465,2.1707,1.9658,1.7431,0.0509,0.1936,2.3339,3.2879,3.3754,2.6768,3.7048,3.3560,0.4419,0.1989,2.3954,2.7502,3.2926,2.6183,3.9077,2.8192,0.6158,
10, 15, SBGnew, 62.0, 0.0576,1.3226,1.6450,1.9639,2.0042,1.7181,1.4326,0.0665,0.0586,2.0763,2.0486,1.9391,2.1325,1.9323,1.7299,0.0496,0.1897,2.3226,3.2881,3.3650,2.6546,3.7013,3.3374,0.4385,0.1993,2.3838,2.7222,3.2641,2.5814,3.8958,2.7828,0.6116,
10, 16, SBGnew, 62.5, 0.0553,1.3073,1.6451,1.9527,1.9815,1.6939,1.4116,0.0610,0.0545,2.0449,2.0398,1.9042,2.1178,1.8935,1.6993,0.0501,0.1861,2.3015,3.2642,3.3422,2.6457,3.6629,3.3079,0.4313,0.1934,2.3735,2.7152,3.2492,2.5508,3.8690,2.7849,0.6045,
10, 17, SBGnew, 63.0, 0.0549,1.2934,1.6074,1.9219,1.9590,1.6816,1.4017,0.0594,0.0533,2.0269,2.0087,1.8812,2.0899,1.8931,1.6867,0.0457,0.1871,2.2929,3.2352,3.3092,2.6138,3.6669,3.2867,0.4297,0.1934,2.3380,2.6751,3.2115,2.5134,3.8289,2.7341,0.5967,
10, 18, SBGnew, 63.5, 0.0538,1.2799,1.5873,1.9031,1.9512,1.6636,1.3829,0.0592,0.0513,1.9968,1.9675,1.8666,2.0705,1.8584,1.6568,0.0482,0.1819,2.2744,3.2432,3.2708,2.5871,3.6063,3.2618,0.4200,0.1901,2.3139,2.6542,3.1866,2.4683,3.7883,2.7133,0.5978,
10, 19, SBGnew, 64.0, 0.0538,1.2609,1.5777,1.8829,1.9261,1.6296,1.3663,0.0570,0.0500,1.9770,1.9319,1.8279,2.0375,1.8327,1.6326,0.0390,0.1822,2.2332,3.1987,3.2460,2.5484,3.5679,3.2179,0.4136,0.1856,2.2972,2.6249,3.1574,2.4402,3.7362,2.6962,0.5863,
10, 20, SBGnew, 64.5, 0.0516,1.2480,1.5471,1.8533,1.8975,1.6173,1.3419,0.0549,0.0536,1.9408,1.9096,1.7922,1.9873,1.7999,1.6094,0.0427,0.1807,2.2209,3.1881,3.2073,2.5297,3.5413,3.1796,0.4081,0.1805,2.2562,2.6053,3.1134,2.3995,3.6967,2.6663,0.5824,
10, 21, SBGnew, 65.0, 0.0501,1.2226,1.5368,1.8387,1.8732,1.5782,1.3415,0.0541,0.0465,1.9102,1.8745,1.7560,1.9589,1.7682,1.5918,0.0385,0.1752,2.1918,3.1358,3.1666,2.4914,3.5048,3.1453,0.4071,0.1816,2.2321,2.5655,3.0810,2.3655,3.6835,2.6482,0.5648,
10, 22, SBGnew, 65.5, 0.0489,1.2012,1.5053,1.8069,1.8603,1.5587,1.3120,0.0522,0.0437,1.8895,1.8385,1.7424,1.9332,1.7391,1.5616,0.0369,0.1707,2.1874,3.0974,3.1438,2.4672,3.4789,3.1279,0.4008,0.1758,2.2164,2.5481,3.0465,2.3248,3.6448,2.6238,0.5616,
10, 23, SBGnew, 66.0, 0.0484,1.1936,1.4940,1.7846,1.8104,1.5314,1.3089,0.0516,0.0439,1.8490,1.8125,1.7058,1.9047,1.6964,1.5400,0.0362,0.1712,2.1534,3.0693,3.1143,2.4377,3.4205,3.0914,0.3912,0.1692,2.1851,2.5161,3.0038,2.3009,3.5955,2.5881,0.5588,
10, 24, SBGnew, 66.5, 0.0447,1.1794,1.4640,1.7659,1.7752,1.5100,1.2867,0.0480,0.0450,1.8059,1.7734,1.6704,1.8679,1.6799,1.5152,0.0343,0.1700,2.1074,3.0191,3.0692,2.4177,3.3725,3.0484,0.3784,0.1655,2.1640,2.4847,2.9893,2.2621,3.5489,2.5595,0.5419,
10, 25, SBGnew, 67.0, 0.0441,1.1659,1.4437,1.7311,1.7520,1.4715,1.2806,0.0502,0.0424,1.7827,1.7330,1.6452,1.8353,1.6550,1.4911,0.0329,0.1626,2.0886,2.9829,3.0388,2.3785,3.3276,3.0308,0.3716,0.1620,2.1237,2.4558,2.9431,2.2200,3.4941,2.5290,0.5386,
10, 26, SBGnew, 67.5, 0.0415,1.1435,1.4200,1.6969,1.7210,1.4546,1.2523,0.0472,0.0398,1.7534,1.7192,1.6077,1.8015,1.6251,1.4606,0.0309,0.1615,2.0565,2.9414,2.9955,2.3473,3.3062,2.9821,0.3604,0.1591,2.1076,2.4214,2.9039,2.2004,3.4587,2.4970,0.5348,
10, 27, SBGnew, 68.0, 0.0437,1.1265,1.3873,1.6612,1.7014,1.4358,1.2292,0.0457,0.0413,1.7209,1.6986,1.5762,1.7634,1.5852,1.4366,0.0331,0.1591,2.0327,2.9025,2.9516,2.3158,3.2554,2.9589,0.3537,0.1559,2.0613,2.3859,2.8672,2.1476,3.4138,2.4639,0.5157,
10, 28, SBGnew, 68.5, 0.0414,1.1151,1.3664,1.6458,1.6678,1.4110,1.2195,0.0450,0.0374,1.6924,1.6475,1.5512,1.7358,1.5696,1.4010,0.0291,0.1515,2.0163,2.8442,2.9302,2.2804,3.2093,2.9113,0.3487,0.1495,2.0378,2.3574,2.8252,2.1220,3.3739,2.4305,0.5056,
10, 29, SBGnew, 69.0, 0.0418,1.0968,1.3369,1.6192,1.6404,1.3817,1.1985,0.0431,0.0375,1.6603,1.6209,1.5228,1.7136,1.5396,1.3820,0.0316,0.1486,1.9749,2.8146,2.8851,2.2533,3.1769,2.8900,0.3410,0.1483,2.0146,2.3091,2.8084,2.0911,3.3331,2.4046,0.4991,
10, 30, SBGnew, 69.5, 0.0393,1.0691,1.3158,1.5743,1.6153,1.3588,1.1698,0.0411,0.0379,1.6341,1.5829,1.5026,1.6642,1.5131,1.3631,0.0322,0.1490,1.9399,2.7739,2.8504,2.2209,3.1480,2.8215,0.3332,0.1454,1.9853,2.2835,2.7631,2.0657,3.3018,2.3698,0.4830,
10, 31, SBGnew, 70.0, 0.0380,1.0476,1.2936,1.5563,1.5912,1.3377,1.1482,0.0413,0.0359,1.6039,1.5765,1.4614,1.6421,1.4784,1.3260,0.0269,0.1446,1.9157,2.7272,2.8065,2.1734,3.0862,2.8150,0.3244,0.1408,1.9416,2.2569,2.7252,2.0231,3.2387,2.3477,0.4760,
10, 32, SBGnew, 70.5, 0.0392,1.0352,1.2644,1.5242,1.5664,1.3067,1.1344,0.0390,0.0329,1.5713,1.5419,1.4358,1.6123,1.4543,1.3010,0.0258,0.1416,1.8867,2.6862,2.7704,2.1410,3.0635,2.7613,0.3200,0.1391,1.9141,2.2075,2.6849,1.9780,3.1791,2.3043,0.4646,
10, 33, SBGnew, 71.0, 0.0372,1.0142,1.2391,1.4969,1.5271,1.2806,1.1107,0.0398,0.0337,1.5370,1.5054,1.3934,1.5683,1.4249,1.2780,0.0269,0.1396,1.8604,2.6499,2.7280,2.1185,2.9987,2.7312,0.3096,0.1320,1.8877,2.1910,2.6424,1.9473,3.1654,2.2764,0.4599,
10, 34, SBGnew, 71.5, 0.0348,0.9886,1.2173,1.4613,1.5085,1.2653,1.0846,0.0385,0.0309,1.5102,1.4784,1.3788,1.5496,1.3867,1.2625,0.0224,0.1323,1.8223,2.6044,2.7122,2.0845,2.9522,2.6926,0.3030,0.1329,1.8520,2.1492,2.6207,1.9161,3.1068,2.2425,0.4406,
10, 35, SBGnew, 72.0, 0.0361,0.9748,1.1972,1.4391,1.4720,1.2306,1.0669,0.0356,0.0308,1.4964,1.4423,1.3503,1.5318,1.3695,1.2334,0.0216,0.1350,1.8018,2.5697,2.6535,2.0546,2.9223,2.6314,0.2936,0.1277,1.8215,2.1114,2.5721,1.8906,3.0495,2.2114,0.4300,
10, 36, SBGnew, 72.5, 0.0325,0.9575,1.1791,1.4075,1.4496,1.2115,1.0552,0.0342,0.0292,1.4502,1.4091,1.3149,1.5037,1.3415,1.2134,0.0237,0.1289,1.7729,2.5103,2.6174,2.0219,2.8756,2.6043,0.2900,0.1266,1.7803,2.0901,2.5469,1.8374,3.0196,2.1698,0.4226,
10, 37, SBGnew, 73.0, 0.0319,0.9341,1.1590,1.3841,1.4235,1.1877,1.0281,0.0316,0.0272,1.4289,1.3992,1.2853,1.4708,1.3157,1.1925,0.0232,0.1302,1.7339,2.4777,2.5766,1.9884,2.8335,2.5818,0.2798,0.1200,1.7440,2.0554,2.5029,1.8134,2.9608,2.1440,0.4096,
10, 38, SBGnew, 73.5, 0.0303,0.9145,1.1341,1.3540,1.3916,1.1675,1.0110,0.0249,0.0262,1.3978,1.3598,1.2584,1.4394,1.2848,1.1634,0.0241,0.1226,1.7073,2.4360,2.5337,1.9547,2.7963,2.5420,0.2741,0.1176,1.7315,2.0136,2.4606,1.7596,2.9170,2.1024,0.3992,
10, 39, SBGnew, 74.0, 0.0308,0.9052,1.1136,1.3225,1.3679,1.1523,0.9976,0.0205,0.0216,1.3831,1.3364,1.2262,1.4150,1.2589,1.1539,0.0198,0.1182,1.6628,2.3885,2.5121,1.9186,2.7432,2.4882,0.2667,0.1131,1.6899,1.9864,2.4214,1.7466,2.8648,2.0679,0.3958,
10, 40, SBGnew, 74.5, 0.0280,0.8845,1.0885,1.2947,1.3386,1.1238,0.9683,0.0203,0.0225,1.3418,1.3107,1.1863,1.3859,1.2386,1.1238,0.0215,0.1131,1.6305,2.3451,2.4586,1.8714,2.6793,2.4525,0.2619,0.1118,1.6520,1.9417,2.3909,1.7001,2.8135,2.0336,0.3831,
10, 41, SBGnew, 75.0, 0.0257,0.8666,1.0603,1.2839,1.3118,1.0990,0.9557,0.0178,0.0201,1.3209,1.2816,1.1734,1.3574,1.2100,1.1025,0.0233,0.1114,1.6052,2.2902,2.4037,1.8355,2.6406,2.3928,0.2488,0.1048,1.6067,1.8945,2.3491,1.6636,2.7594,1.9906,0.3734,
10, 42, SBGnew, 75.5, 0.0262,0.8532,1.0440,1.2456,1.2942,1.0834,0.9374,0.0150,0.0184,1.2940,1.2667,1.1353,1.3216,1.1856,1.0892,0.0195,0.1095,1.5603,2.2200,2.3708,1.7933,2.5745,2.3556,0.2473,0.1074,1.5834,1.8618,2.2806,1.6202,2.7045,1.9379,0.3622,
10, 43, SBGnew, 76.0, 0.0275,0.8307,1.0135,1.2182,1.2639,1.0669,0.9256,0.0174,0.0192,1.2716,1.2237,1.1212,1.2968,1.1654,1.0558,0.0215,0.1060,1.5191,2.1797,2.3143,1.7426,2.5178,2.2995,0.2392,0.1001,1.5410,1.8154,2.2588,1.5909,2.6280,1.9085,0.3551,
10, 44, SBGnew, 76.5, 0.0240,0.8186,1.0072,1.1957,1.2472,1.0303,0.9008,0.0184,0.0192,1.2471,1.2090,1.0874,1.2764,1.1473,1.0354,0.0194,0.1015,1.4710,2.1240,2.2548,1.6872,2.4637,2.2384,0.2295,0.1015,1.5001,1.7643,2.2003,1.5323,2.5680,1.8589,0.3392,
10, 45, SBGnew, 77.0, 0.0241,0.8021,0.9860,1.1807,1.2216,1.0199,0.8798,0.0127,0.0174,1.2206,1.1835,1.0699,1.2497,1.1203,1.0192,0.0193,0.0988,1.4387,2.0637,2.2269,1.6545,2.3776,2.2167,0.2238,0.0945,1.4601,1.7364,2.1760,1.4939,2.4995,1.8266,0.3310,
10, 46, SBGnew, 77.5, 0.0232,0.7857,0.9630,1.1545,1.1979,0.9949,0.8655,0.0142,0.0169,1.1980,1.1585,1.0467,1.2332,1.0976,0.9952,0.0183,0.0932,1.3886,2.0015,2.2006,1.5871,2.3232,2.1698,0.2183,0.0920,1.4186,1.6972,2.1325,1.4387,2.4243,1.7832,0.3245,
10, 47, SBGnew, 78.0, 0.0202,0.7694,0.9408,1.1260,1.1697,0.9732,0.8501,0.0136,0.0177,1.1632,1.1267,1.0181,1.2067,1.0651,0.9776,0.0170,0.0905,1.3578,1.9617,2.1518,1.5381,2.2335,2.1122,0.2149,0.0889,1.3795,1.6584,2.0871,1.3809,2.3608,1.7415,0.3128,
10, 48, SBGnew, 78.5, 0.0212,0.7500,0.9219,1.0951,1.1431,0.9567,0.8218,0.0130,0.0171,1.1359,1.1041,0.9973,1.1660,1.0471,0.9614,0.0169,0.0881,1.3358,1.9286,2.0887,1.5057,2.1889,2.0731,0.2032,0.0852,1.3523,1.6130,2.0313,1.3404,2.2895,1.6881,0.2998,
10, 49, SBGnew, 79.0, 0.0215,0.7334,0.8923,1.0776,1.1210,0.9379,0.8104,0.0126,0.0140,1.1112,1.0763,0.9777,1.1432,1.0219,0.9366,0.0182,0.0870,1.3079,1.8712,2.0452,1.4622,2.1017,2.0017,0.2014,0.0845,1.3310,1.5693,1.9653,1.3110,2.2166,1.6299,0.2975,
10, 50, SBGnew, 79.5, 0.0207,0.7138,0.8751,1.0496,1.0877,0.9174,0.7942,0.0118,0.0136,1.0914,1.0484,0.9497,1.1159,0.9974,0.9064,0.0166,0.0835,1.2659,1.8226,1.9698,1.4164,2.0038,1.9083,0.1988,0.0807,1.2952,1.5142,1.8879,1.2820,2.1075,1.5579,0.2905,
10, 51, SBGnew, 80.0, 0.0219,0.6978,0.8499,1.0208,1.0716,0.8947,0.7751,0.0114,0.0147,1.0701,1.0228,0.9222,1.0913,0.9788,0.8922,0.0157,0.0766,1.1947,1.7334,1.8651,1.3318,1.8722,1.7792,0.1963,0.0777,1.2145,1.4116,1.7792,1.2281,1.9673,1.4506,0.2783,
10, 52, SBGnew, 80.5, 0.0216,0.6839,0.8149,0.9884,1.0346,0.8739,0.7601,0.0132,0.0134,1.0324,0.9916,0.8931,1.0567,0.9580,0.8680,0.0142,0.0806,1.0913,1.6116,1.7129,1.2295,1.6753,1.6326,0.1881,0.0781,1.1193,1.2968,1.6252,1.1476,1.7303,1.3514,0.2726,
10, 53, SBGnew, 81.0, 0.0184,0.6489,0.7864,0.9490,0.9940,0.8387,0.7293,0.0109,0.0149,0.9953,0.9453,0.8533,1.0183,0.9185,0.8420,0.0131,0.0751,0.9603,1.4441,1.5243,1.0866,1.4013,1.4312,0.1801,0.0740,0.9962,1.1348,1.4250,1.0421,1.4257,1.1862,0.2601,
10, 54, SBGnew, 81.5, 0.0176,0.6240,0.7320,0.8892,0.9418,0.8143,0.6866,0.0093,0.0133,0.9487,0.8756,0.7992,0.9758,0.8862,0.8014,0.0116,0.0706,0.7824,1.2050,1.2658,0.8886,1.0677,1.1751,0.1742,0.0718,0.8124,0.9332,1.1681,0.8944,1.0651,0.9725,0.2571,
10, 55, SBGnew, 82.0, 0.0160,0.5721,0.6644,0.8193,0.8665,0.7521,0.6493,0.0091,0.0110,0.8760,0.7961,0.7300,0.8871,0.8127,0.7436,0.0125,0.0664,0.5435,0.8657,0.9344,0.6021,0.6261,0.8356,0.1696,0.0669,0.5697,0.6676,0.8380,0.6486,0.5950,0.6705,0.2417,
10, 56, SBGnew, 82.5, 0.0159,0.5126,0.5657,0.7151,0.7664,0.6710,0.5702,0.0085,0.0099,0.7774,0.6915,0.6417,0.7984,0.7323,0.6602,0.0098,0.0617,0.3021,0.5175,0.5305,0.2801,0.1967,0.4580,0.1617,0.0658,0.3368,0.3927,0.4488,0.3431,0.1675,0.3748,0.2335,
10, 57, SBGnew, 83.0, 0.0125,0.4155,0.4433,0.5825,0.6318,0.5579,0.4784,0.0054,0.0093,0.6468,0.5399,0.5234,0.6618,0.6028,0.5502,0.0091,0.0606,0.1294,0.2200,0.1963,0.0675,0.0335,0.1307,0.1596,0.0607,0.1490,0.1671,0.1345,0.0774,0.0315,0.1128,0.2260,
10, 58, SBGnew, 83.5, 0.0106,0.3125,0.3245,0.4385,0.4811,0.4298,0.3521,0.0075,0.0067,0.4978,0.3917,0.3773,0.5172,0.4721,0.4134,0.0066,0.0550,0.0439,0.0609,0.0310,0.0273,0.0240,0.0274,0.1533,0.0569,0.0605,0.0511,0.0270,0.0231,0.0235,0.0280,0.2174,
10, 59, SBGnew, 84.0, 0.0056,0.1574,0.1468,0.2649,0.2938,0.2199,0.1694,0.0039,0.0056,0.2602,0.1936,0.2233,0.3319,0.2491,0.1993,0.0058,0.0500,0.0149,0.0217,0.0204,0.0263,0.0187,0.0149,0.1443,0.0569,0.0351,0.0203,0.0160,0.0194,0.0210,0.0169,0.2089,
10, 60, SBGnew, 84.5, 0.0031,0.0451,0.0366,0.1005,0.1031,0.0730,0.0550,0.0037,0.0045,0.0893,0.0507,0.0717,0.1285,0.0798,0.0710,0.0066,0.0457,0.0129,0.0202,0.0131,0.0220,0.0168,0.0136,0.1439,0.0550,0.0284,0.0178,0.0153,0.0139,0.0206,0.0127,0.1957,
10, 61, SBGnew, 85.0, 0.0025,0.0154,0.0133,0.0450,0.0281,0.0217,0.0215,0.0059,0.0046,0.0412,0.0185,0.0185,0.0457,0.0283,0.0328,0.0053,0.0415,0.0127,0.0115,0.0123,0.0219,0.0149,0.0121,0.1375,0.0529,0.0227,0.0171,0.0146,0.0104,0.0167,0.0119,0.1891,
10, 62, SBGnew, 85.5, 0.0026,0.0075,0.0088,0.0377,0.0164,0.0161,0.0152,0.0022,0.0052,0.0303,0.0129,0.0124,0.0301,0.0190,0.0250,0.0053,0.0423,0.0119,0.0132,0.0139,0.0217,0.0136,0.0130,0.1326,0.0506,0.0241,0.0146,0.0115,0.0174,0.0203,0.0102,0.1763,
