Cycles,CARM_HC_1,CARM_NC_1,CARM_SC_1,CARM_HT_1,CARM_NT_1,CARM_ST_1,CARM_NTC_1,CARM_HC_2,CARM_NC_2,CARM_SC_2,CARM_HT_2,CARM_NT_2,CARM_ST_2,CARM_NTC_2,CARM_HC_3,CARM_NC_3,CARM_SC_3,CARM_HT_3,CARM_NT_3,CARM_ST_3,CARM_NTC_3,CARM_HC_4,CARM_NC_4,CARM_SC_4,CARM_HT_4,CARM_NT_4,CARM_ST_4,CARM_NTC_4,CARM_HC_5,CARM_NC_5,CARM_SC_5,CARM_HT_5,CARM_NT_5,CARM_ST_5,CARM_HC_6,CARM_NC_6,CARM_SC_6,CARM_HT_6,CARM_NT_6,CARM_ST_6,CARM_HC_7,CARM_NC_7,CARM_SC_7,CARM_HT_7,CARM_NT_7,CARM_ST_7,CARM_HC_8,CARM_NC_8,CARM_SC_8,CARM_HT_8,CARM_NT_8,CARM_ST_8
21,3518.445142,3301.438814,3266.087582,3275.637201,3124.172234,3097.567978,3096.463091,3518.810424,3586.406404,3426.684843,3353.741574,3255.996514,3137.787112,3178.059267,3413.903638,3784.741814,3431.115383,3290.315917,3319.786476,3151.349946,3059.506573,3461.504645,3534.510952,3472.627542,3344.170942,3462.338319,3445.084548,3218.935909,3392.761753,3332.046268,3328.096092,3313.813688,3197.720967,3271.570965,3474.337893,3581.808738,3293.80772,3371.484749,3226.650078,3197.74198,3397.182276,3350.832268,3316.690986,3221.708142,3158.772867,3063.780006,3402.57159,3226.066604,3252.503735,3154.904788,3136.672208,3060.819633
22,3534.552639,3306.172196,3273.124799,3278.900409,3136.401562,3101.81094,3098.798524,3524.680739,3600.063958,3445.044122,3364.250575,3261.272313,3144.804271,3177.465372,3418.783153,3797.002292,3446.628396,3296.300296,3358.798221,3154.728214,3060.810169,3473.618952,3566.703323,3488.328701,3353.355885,3465.987855,3448.087569,3218.956526,3405.637642,3342.305065,3341.294248,3323.446982,3206.821832,3275.470667,3475.182212,3597.68706,3304.483835,3381.680515,3231.039176,3202.298199,3419.450678,3388.738155,3337.479188,3237.305168,3168.040851,3066.77294,3425.007119,3231.21632,3277.191036,3163.569261,3141.697785,3063.853616
23,3555.485712,3318.202203,3290.607165,3285.165808,3142.87516,3117.740095,3099.819776,3542.537382,3633.182778,3479.852307,3375.518977,3273.270321,3164.787681,3181.238808,3435.222668,3825.82663,3486.409546,3305.921398,3446.502673,3161.316891,3066.094843,3495.145527,3618.598131,3513.504184,3363.561429,3485.847085,3454.697206,3219.24817,3436.463649,3356.931133,3364.280998,3336.352686,3220.092839,3279.265099,3482.281249,3634.569872,3331.348689,3397.755732,3238.951895,3206.738178,3461.035276,3463.4542,3391.95911,3264.138027,3190.902533,3082.544993,3468.239028,3248.500537,3324.11293,3178.038254,3148.243461,3070.952726
24,3607.109952,3337.707772,3313.813688,3295.715249,3161.640147,3137.714056,3100.048963,3572.050945,3691.43829,3544.330807,3401.435673,3293.640594,3198.887914,3183.698781,3462.90078,3885.092959,3562.283133,3318.098116,3607.42319,3174.577482,3065.750574,3535.750956,3728.008513,3566.775735,3386.851026,3521.364466,3478.726408,3221.594038,3491.51763,3391.323592,3405.448888,3362.029199,3242.693898,3283.47647,3482.239223,3699.986132,3376.217533,3435.661006,3260.917437,3225.179909,3542.839626,3611.780674,3483.595287,3311.488833,3239.889656,3105.272129,3556.590599,3282.704858,3415.060568,3212.013388,3167.560892,3086.089816
25,3694.826005,3381.419686,3366.58484,3318.285277,3198.450553,3168.926973,3101.644232,3624.519853,3799.253404,3668.304823,3455.415798,3343.503417,3264.023922,3189.06806,3510.511804,4002.885036,3712.141837,3349.237977,3923.789881,3188.171347,3066.261968,3615.179385,3937.342698,3665.667707,3427.664629,3591.285301,3509.855274,3227.29659,3609.61195,3460.576902,3478.152952,3415.92625,3297.508673,3296.215649,3488.817475,3826.848442,3464.287874,3499.764206,3295.559118,3247.531746,3699.694884,3906.610144,3673.089651,3412.944865,3334.225987,3155.718426,3722.473087,3340.897331,3591.285301,3271.873209,3205.445153,3118.344582
26,3874.26061,3460.909551,3466.163746,3366.521193,3269.350584,3241.140069,3107.773566,3732.865723,4023.535813,3909.465723,3557.267499,3427.194641,3392.021535,3193.19578,3604.399128,4217.325564,3997.076697,3399.96489,4516.252247,3225.960957,3072.120096,3764.411909,4341.060598,3859.237627,3512.304594,3728.039848,3578.649563,3225.138278,3828.432023,3591.513839,3636.935118,3518.79977,3396.211893,3306.129952,3495.395095,4021.846475,3636.622857,3637.612661,3364.394495,3304.284485,4004.489598,4448.478892,4026.850471,3603.481403,3520.48813,3254.015341,4052.851213,3454.071082,3934.329571,3395.336194,3274.197472,3190.339495
27,4212.605543,3618.578749,3658.630765,3445.283327,3392.679292,3372.141889,3111.891992,3942.337389,4446.271215,4372.086952,3750.777376,3604.556561,3641.69023,3203.246955,3790.308956,4645.628228,4550.791236,3506.822479,5571.722058,3294.266689,3079.219895,4065.393702,5103.869302,4231.693546,3670.098911,3988.874566,3710.349083,3234.80317,4260.934679,3843.914768,3931.234525,3711.422939,3584.75974,3348.164726,3517.81026,4227.804208,3971.287518,3898.354254,3503.966193,3407.535154,4576.989411,5431.317901,4684.430222,3967.815751,3868.350305,3451.11098,4669.855591,3680.022854,4576.864311,3636.978458,3414.383642,3312.771462
28,4858.891371,3917.504563,4027.967808,3605.318156,3651.896381,3626.281924,3119.251875,4341.833779,5240.540496,5232.253113,4122.678235,3933.965711,4110.533767,3218.644265,4148.198622,5443.421809,5549.621394,3716.447949,7247.237817,3424.235507,3092.501501,4629.594423,6466.635216,4934.722946,3979.887406,4494.392177,3969.180855,3248.980511,5051.795475,4318.272965,4491.973252,4083.73135,3949.790364,3411.496326,3549.085245,4451.900712,4595.546227,4397.753452,3767.738924,3610.613402,5619.113921,7060.484622,5830.563603,4634.827608,4503.45166,3819.884585,5767.493687,4110.491741,5711.833988,4090.652895,3681.148754,3558.46774
29,6025.843518,4490.012868,4717.027188,3909.612542,4121.792017,4103.246443,3137.547907,5094.724846,6668.993423,6722.661287,4822.153143,4559.318221,4976.057314,3249.730524,4820.715472,6900.480554,7202.127237,4106.905127,9369.056175,3689.874052,3120.461262,5677.085966,8664.858977,6194.280292,4559.882148,5413.939271,4460.864587,3262.011328,6425.768401,5202.331787,5499.642487,4786.364794,4626.100563,3538.023768,3615.075298,4815.04395,5711.937043,5300.629534,4263.96856,3991.468936,7343.344029,9279.369309,7581.460967,5795.191526,5605.456002,4497.988476,7547.329703,4912.131258,7499.343623,4926.288561,4187.240286,4028.925854
30,7947.01416,5517.250788,5939.337903,4488.501895,4980.279436,4964.882373,3171.533059,6436.130681,8917.048678,8957.477453,6064.385531,5659.916491,6412.49657,3308.100141,6005.870046,9264.713072,9481.072398,4840.261845,10781.25048,4181.620563,3162.181596,7459.988949,11529.68907,8227.153919,5619.039605,6967.231621,5378.472468,3306.140568,8490.979868,6723.015573,7161.125251,6005.900832,5769.494244,3780.248235,3740.456444,5379.713693,7502.086048,6830.611274,5166.959785,4689.089348,9733.910078,11282.53073,9643.952488,7542.566133,7208.12226,5637.388733,9910.759333,6280.787372,9774.317351,6328.481226,5084.551193,4864.958816
31,10566.8693,7192.286369,7869.358387,5528.665667,6359.329106,6327.376828,3228.932907,8561.78642,11771.12115,11384.83314,8009.626179,7395.75112,8415.794818,3415.217676,7892.85567,12436.31259,11301.69643,6103.468993,12294.15901,5063.574967,3242.339611,10065.07888,13537.32183,10856.89097,7352.20511,9139.851628,6956.66019,3379.125862,10763.07679,8940.817662,9358.109932,7873.925023,7454.516805,4245.589134,3991.458918,5966.744558,9836.898584,8974.66794,6646.537499,5901.869501,11885.88273,12776.61466,11021.3827,9505.289983,8887.286627,7269.357691,11917.77833,8323.000979,11446.5719,8347.677914,6526.462593,6225.358336
