"","sig.eff","sig.resVar","sig.AICc","sig.AIC","sig.Rsq","sig.Rsq.ad","sig.cpD1","sig.cpD2","sig.cpE","sig.cpR","sig.cpT","sig.Cy0","sig.cpCQ","sig.cpMR","sig.fluo","sig.init1","sig.init2","sig.cf","sig.b","sig.c","sig.d","sig.e","sig.model","sli.eff","sli.rsq","sli.init","sli.base","exp.point","exp.eff","exp.AIC","exp.resVar","exp.RMSE","exp.init","LRE.eff","LRE.rsq","LRE.base","Names"
"NT_C_3","1.000338","3.293756","168.1247","166.9818","0.9748253","0.9727274","3.43","1",NA,NA,NA,NA,NA,NA,"3967.51","3966.168","3966.168",NA,"-1.50303","3966.168","4010.102","9.975686","l4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NT_C_3"
"H_C_4","1.230954","24365.99","524.4813","523.3384","0.9992856","0.9992261","35.22","32.67",NA,NA,NA,NA,NA,NA,"8094.592","4155.737","9.119958",NA,"-18.35423","4155.737","25530.56","35.42823","l4","1.251025","0.9941894","5.374704","0","32","1.868584","308.4092","771.5117","26.44206","9.939894e-06","1.054088","0.5388474","0","H_C_4"
"*N_C_4*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"*N_C_4*"
"S_C_4","1.212397","22063.36","520.5105","519.3676","0.9992249","0.9991603","34.82","32.2",NA,NA,NA,NA,NA,NA,"7454.486","3998.745","15.10282",NA,"-17.62739","3998.745","22842.5","35.04719","l4","1.236392","0.9941587","8.125341","0","32","1.857778","249.763","123.4277","10.57622","1.368901e-05","1.387594","0.7158118","0","S_C_4"
"H_T_4","1.215905","28668.47","530.9857","529.8428","0.9991729","0.999104","34.23","31.52",NA,NA,NA,NA,NA,NA,"7498.527","3899.134","15.81016",NA,"-16.78019","3899.134","23678.3","34.47354","l4","1.240218","0.9920036","8.414403","0","31","1.882545","231.7666","88.42743","8.936998","1.468543e-05","1.359846","0.547732","0","H_T_4"
"*N_T_4*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"*N_T_4*"
"S_T_4","1.223902","30337.19","533.2487","532.1059","0.9991799","0.9991115","34.68","31.98",NA,NA,NA,NA,NA,NA,"7877.872","3981.36","12.31046",NA,"-17.03592","3981.36","25320.04","34.92106","l4","1.249321","0.9945302","6.383535","0","31","1.908682","214.1026","50.01767","6.721403","8.088531e-06","1.435081","0.8394026","0","S_T_4"
"NT_C_4","1.213845","102.8924","305.7909","304.648","0.999648","0.9996186","40","40",NA,NA,NA,NA,NA,NA,"6952.622","4137.639","2.989679",NA,"-24.84152","4137.639","27540.08","43.33568","l4","1.061323","0.8703026","530.9596","0","40","1.820146","327.1578","184.7547","13.0728","2.033624e-07",NA,NA,NA,"NT_C_4"
"H_C_5","1.222804","20584.55","517.7354","516.5925","0.9992847","0.9992251","35.11","32.58",NA,NA,NA,NA,NA,NA,"7592.917","4018.061","10.82239",NA,"-18.3902","4018.061","23398.73","35.32275","l4","1.243414","0.993657","6.277065","0","32","1.869916","308.3203","769.3709","26.40535","9.270838e-06","1.055226","0.5117719","0","H_C_5"
"N_C_5","1.218123","23224.61","522.5622","521.4194","0.9992187","0.9991536","34.83","32.22",NA,NA,NA,NA,NA,NA,"7483.021","3940.486","12.97495",NA,"-17.66644","3940.486","23205.76","35.05587","l4","1.241587","0.9944221","7.092133","0","32","1.865246","265.5729","202.293","13.53987","1.227283e-05","1.393734","0.7180213","0","N_C_5"
"S_C_5","1.20752","23871.77","523.6616","522.5187","0.9991613","0.9990914","35.29","32.48",NA,NA,NA,NA,NA,NA,"7672.707","4009.228","16.78904",NA,"-16.72468","4009.228","24183.14","35.53954","l4","1.2294","0.9933835","9.51395","0","32","1.874813","253.6275","139.271","11.23452","9.638059e-06","1.431268","0.9158598","0","S_C_5"
"H_T_5","1.208332","35665.81","539.7214","538.5786","0.9991233","0.9990502","33.25","30.4",NA,NA,NA,NA,NA,NA,"7454.19","3865.722","23.65588",NA,"-15.51332","3865.722","23843.69","33.52706","l4","1.238365","0.9931831","11.27725","0","30","1.875008","241.3727","155.4889","11.82962","3.293369e-05","1.472026","0.9385899","0","H_T_5"
"N_T_5","1.209679","23058.62","522.2753","521.1325","0.999181","0.9991128","34.34","31.65",NA,NA,NA,NA,NA,NA,"7023.59","3743.224","16.98446",NA,"-16.92256","3743.224","21739.79","34.58555","l4","1.235699","0.9935268","8.632461","0","31","1.885138","220.9287","62.3382","7.503697","1.191202e-05","1.448725","0.9054751","0","N_T_5"
"S_T_5","1.224347","17372.66","510.9496","509.8068","0.9992674","0.9992063","35.68","33.19",NA,NA,NA,NA,NA,NA,"7409.743","3937.186","8.958888",NA,"-18.99696","3937.186","22668.28","35.8796","l4","1.243788","0.9939727","5.389977","0","33","1.851617","238.1999","68.93673","7.916423","8.308449e-06","1.396214","0.7023932","0","S_T_5"
"H_C_6","1.233837","2121.385","426.8365","425.6936","0.9997515","0.9997308","37.79","35.79",NA,NA,NA,NA,NA,NA,"6968.29","4060.132","3.775848",NA,"-24.97542","4060.132","19212.88","37.91048","l4","1.241748","0.9944088","3.085619","0","35","1.866989","350.9597","1153.533","32.47551","1.083553e-06","1.127091","0.1951012","0","H_C_6"
"N_C_6","1.213976","31271.99","534.4626","533.3198","0.9991775","0.9991089","34.21","31.53",NA,NA,NA,NA,NA,NA,"7954.087","4187.704","17.59747",NA,"-16.92413","4187.704","24816.75","34.45005","l4","1.238433","0.9927507","9.332958","0","31","1.906344","271.4383","317.9572","16.9466","1.052766e-05","1.354695","0.5457567","0","N_C_6"
"S_C_6","1.210185","21240.03","518.9892","517.8464","0.9992094","0.9991435","34.75","32.1",NA,NA,NA,NA,NA,NA,"7201.96","3867.21","15.77301",NA,"-17.40464","3867.21","22089.24","34.9814","l4","1.235414","0.9949766","8.201246","0","32","1.848599","265.378","201.0642","13.49868","1.631563e-05","1.395838","0.7673404","0","S_C_6"
"H_T_6","1.216721","26571.66","527.9475","526.8047","0.9991858","0.9991179","34.61","31.94",NA,NA,NA,NA,NA,NA,"7597.456","3971.916","14.44327",NA,"-17.20889","3971.916","23806.08","34.84398","l4","1.242787","0.9946925","7.353406","0","31","1.904152","204.7664","37.01076","5.781788","8.227643e-06","1.427483","0.8298033","0","H_T_6"
"N_T_6","1.23353","9178.501","485.4283","484.2854","0.999468","0.9994236","36.46","34.16",NA,NA,NA,NA,NA,NA,"7145.796","3873.022","5.500173",NA,"-21.02084","3873.022","21311.94","36.626","l4","1.246283","0.993742","3.956106","0","34","1.860681","247.8612","74.38375","8.235319","3.687247e-06","1.112173","0.2715345","0","N_T_6"
"S_T_6","1.218266","17990.42","512.3473","511.2044","0.9992608","0.9991992","35.24","32.7",NA,NA,NA,NA,NA,NA,"7191.513","3851.25","11.29922",NA,"-18.38465","3851.25","21954.29","35.45296","l4","1.24028","0.9943214","6.306654","0","32","1.88475","205.8639","31.30602","5.326451","6.334148e-06","1.033618","0.5784032","0","S_T_6"
"H_C_7","1.226363","16313.88","508.4344","507.2915","0.9993586","0.9993052","35.44","32.96",NA,NA,NA,NA,NA,NA,"7408.969","3923.349","8.889448",NA,"-18.93942","3923.349","22753.33","35.64289","l4","1.24635","0.9952961","5.265719","0","32","1.836796","317.3008","1018.63","30.38311","1.258654e-05","1.290558","0.1758365","0","H_C_7"
"*N_C_7*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"*N_C_7*"
"*S_C_7*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"*S_C_7*"
"H_T_7","1.224492","18250.39","512.9212","511.7783","0.9992917","0.9992327","35.13","32.61",NA,NA,NA,NA,NA,NA,"7173.409","3785.333","9.715908",NA,"-18.47732","3785.333","22145.97","35.34085","l4","1.245142","0.9938946","5.633974","0","32","1.887336","222.7137","53.00388","6.930711","6.480762e-06","1.052714","0.5285311","0","H_T_7"
"*N_T_7*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"*N_T_7*"
"S_T_7","1.200771","26388.23","527.6705","526.5276","0.9991357","0.9990636","33.25","30.47",NA,NA,NA,NA,NA,NA,"6761.248","3651.872","25.63752",NA,"-15.85199","3651.872","20868.09","33.51992","l4","1.229912","0.992341","12.22614","0","30","1.873413","206.2232","48.17904","6.584918","2.786822e-05","1.458389","0.920809","0","S_T_7"
"H_C_8","1.195188","19205.68","514.962","513.8191","0.999136","0.999064","34.7","31.95",NA,NA,NA,NA,NA,NA,"6775.605","3750.628","22.74368",NA,"-16.77761","3750.628","20393.31","34.94737","l4","1.222228","0.993748","11.17808","0","31","1.834517","320.1498","1530.356","37.17871","2.081681e-05","1.392639","0.7956846","0","H_C_8"
"N_C_8","1.227773","6515.713","471.7224","470.5795","0.999559","0.9995222","36.52","34.25",NA,NA,NA,NA,NA,NA,"6863.613","3809.847","6.084998",NA,"-21.3176","3809.847","20051.85","36.68298","l4","1.238297","0.9925525","4.666641","0","34","1.848276","325.3472","726.5002","25.73708","4.082211e-06","1.083124","0.3872326","0","N_C_8"
"S_C_8","1.224566","5336.511","463.7366","462.5938","0.999602","0.9995688","36.64","34.4",NA,NA,NA,NA,NA,NA,"6796.294","3834.401","6.39263",NA,"-21.67279","3834.401","19545.21","36.79657","l4","1.236374","0.9934384","4.643066","0","34","1.855762","305.5355","405.6701","19.23215","3.176252e-06","1.052446","0.508902","0","S_C_8"
"H_T_8","1.228089","13833.89","501.8386","500.6957","0.9993745","0.9993224","35.5","33.09",NA,NA,NA,NA,NA,NA,"7048.557","3777.069","7.861085",NA,"-19.51504","3777.069","21319.57","35.68429","l4","1.24658","0.9943539","4.864047","0","33","1.841371","268.7704","174.0887","12.58024","9.837048e-06","1.123567","0.2361408","0","H_T_8"
"N_T_8","1.221336","626.8777","378.0736","376.9307","0.9998976","0.9998891","37.65","35.63",NA,NA,NA,NA,NA,NA,"5946.673","3568.728","4.789962",NA,"-24.77427","3568.728","16024.86","37.76866","l4","1.232873","0.995029","3.509688","0","35","1.886077","228.0489","34.42715","5.61037","6.929096e-07","1.137334","0.1370763","0","N_T_8"
"S_T_8","1.205869","10058.26","489.0895","487.9467","0.9993374","0.9992822","35.56","33.11",NA,NA,NA,NA,NA,NA,"6334.306","3605.288","12.87794",NA,"-19.27709","3605.288","18293.32","35.7476","l4","1.226511","0.9938173","7.47101","0","33","1.850414","250.0567","98.73941","9.474339","6.961652e-06","1.37417","0.6812316","0","S_T_8"
