"","sig.eff","sig.resVar","sig.AICc","sig.AIC","sig.Rsq","sig.Rsq.ad","sig.cpD1","sig.cpD2","sig.cpE","sig.cpR","sig.cpT","sig.Cy0","sig.cpCQ","sig.cpMR","sig.fluo","sig.init1","sig.init2","sig.cf","sig.b","sig.c","sig.d","sig.e","sig.model","sli.eff","sli.rsq","sli.init","sli.base","exp.point","exp.eff","exp.AIC","exp.resVar","exp.RMSE","exp.init","LRE.eff","LRE.rsq","LRE.base","Names"
"N_C_5","1.207696","73648.88","568.7261","567.5832","0.9988102","0.9987111","32.07","29.01",NA,NA,NA,NA,NA,NA,"8102.087","4025.813","33.96287",NA,"-13.93676","4025.813","27149.07","32.40341","l4","1.250154","0.9893335","12.26627","0","29","1.843254","228.4883","130.8914","10.83286","0.0001357985","1.513616","0.7694627","0","N_C_5"
"S_C_5","1.193207","53433.69","555.8914","554.7485","0.9988203","0.998722","32.16","29.07",NA,NA,NA,NA,NA,NA,"7356.27","3846.505","43.30455",NA,"-13.84163","3846.505","23794.99","32.50067","l4","1.23458","0.9895765","15.91825","0","29","1.845397","211.8844","73.83384","8.136084","0.000110146","1.483106","0.7584686","0","S_C_5"
"H_T_5","1.195253","39495.11","543.8008","542.6579","0.9987442","0.9986396","33.69","30.74",NA,NA,NA,NA,NA,NA,"7019.42","3728.779","29.18698",NA,"-15.16939","3728.779","22105.99","33.98591","l4","1.229087","0.9876007","12.25376","0","30","1.882984","186.4437","24.91841","4.735669","2.137441e-05","1.448024","0.7578611","0","H_T_5"
"N_T_5","1.198667","56034.42","557.7924","556.6495","0.9988786","0.9987852","32.07","28.98",NA,NA,NA,NA,NA,NA,"7504.308","3836.18","39.32145",NA,"-13.7836","3836.18","24679.83","32.4146","l4","1.23922","0.9896397","14.79451","0","28","1.907214","179.5116","29.99011","5.174638","5.100783e-05","1.487596","0.7838676","0","N_T_5"
"S_T_5","1.201902","41655.08","545.9307","544.7878","0.9984123","0.99828","35.26","32.46",NA,NA,NA,NA,NA,NA,"7527.269","4007.455","19.23457",NA,"-16.68517","4007.455","23325","35.51646","l4","1.231577","0.9884132","8.825234","0","32","1.866603","232.0722","71.00998","8.022019","1.017386e-05","1.462187","0.732829","0","S_T_5"
"H_C_6","1.217797","34838.49","538.7826","537.6398","0.9983371","0.9981985","36.41","33.93",NA,NA,NA,NA,NA,NA,"7901.458","4294.618","9.866107",NA,"-19.48392","4294.618","23708.05","36.60322","l4","1.240701","0.9899712","5.279403","0","33","1.870804","300.9399","461.4615","20.48195","3.855163e-06","1.298933","0.1621822","0","H_C_6"
"N_C_6","1.204739","85401.23","574.6482","573.5053","0.9988683","0.998774","31.67","28.57",NA,NA,NA,NA,NA,NA,"8753.452","4380.403","42.76291",NA,"-13.62634","4380.403","29357.6","32.01197","l4","1.246301","0.9882317","16.20731","0","28","1.875113","202.1415","67.29442","7.751407","0.0001209083","1.491361","0.7835577","0","N_C_6"
"S_C_6","1.18975","48081.32","551.6695","550.5266","0.998929","0.9988397","32.03","28.89",NA,NA,NA,NA,NA,NA,"7298.608","3831.016","48.23133",NA,"-13.56675","3831.016","23614.12","32.38341","l4","1.229225","0.9898002","18.52892","0","28","1.863567","203.9929","71.89444","8.011958","9.546032e-05","1.468718","0.798043","0","S_C_6"
"H_T_6","1.198835","43074.96","547.2714","546.1286","0.9985961","0.9984791","34.16","31.25",NA,NA,NA,NA,NA,NA,"7183.644","3800.875","24.83805",NA,"-15.63616","3800.875","22621.36","34.43624","l4","1.234582","0.989702","9.936012","0","31","1.844777","249.0962","154.6561","11.81903","2.880194e-05","1.48397","0.7751022","0","H_T_6"
"N_T_6","1.193771","46525.04","550.3534","549.2105","0.9986717","0.998561","33.18","30.2",NA,NA,NA,NA,NA,NA,"7103.508","3779.749","33.76445",NA,"-14.80485","3779.749","22439.17","33.48591","l4","1.232649","0.9888907","12.79401","0","30","1.847551","228.9848","102.8881","9.622853","5.077951e-05","1.48463","0.7411578","0","N_T_6"
