"","sig.eff","sig.resVar","sig.AICc","sig.AIC","sig.Rsq","sig.Rsq.ad","sig.cpD1","sig.cpD2","sig.cpE","sig.cpR","sig.cpT","sig.Cy0","sig.cpCQ","sig.cpMR","sig.fluo","sig.init1","sig.init2","sig.cf","sig.b","sig.c","sig.d","sig.e","sig.model","sli.eff","sli.rsq","sli.init","sli.base","exp.point","exp.eff","exp.AIC","exp.resVar","exp.RMSE","exp.init","LRE.eff","LRE.rsq","LRE.base","Names"
"S_C_4","1.25843","5450.113","464.5792","463.4363","0.9999018","0.9998936","30.32","28.1",NA,NA,NA,NA,NA,NA,"7200.932","3775.508","11.277",NA,"-18.15547","3775.508","22414.45","30.50502","l4","1.264276","0.9953542","10.1424","0","28","1.880787","241.9753","279.14","15.78709","0.0001254355","1.129516","0.3213751","0","S_C_4"
"H_T_4","1.226355","4418.263","456.1836","455.0407","0.9998786","0.9998685","29.89","27.61",NA,NA,NA,NA,NA,NA,"6255.107","3528.34","22.36349",NA,"-17.38144","3528.34","18430.62","30.09216","l4","1.241039","0.9965831","16.3259","0","27","1.923341","222.3311","184.5823","12.80911","7.775584e-05","1.023624","0.6287882","0","H_T_4"
"N_T_4","1.240037","3734.856","449.4621","448.3192","0.9998992","0.9998908","31.6","29.35",NA,NA,NA,NA,NA,NA,"6596.217","3590.403","11.93959",NA,"-18.60897","3590.403","19836.37","31.7842","l4","1.25033","0.994883","9.441993","0","29","1.892531","228.9231","132.8684","10.91437","4.224381e-05","1.074668","0.4913548","0","N_T_4"
"S_T_4","1.244538","4724.119","458.861","457.7181","0.9998956","0.9998869","31.2","28.93",NA,NA,NA,NA,NA,NA,"6995.797","3749.125","12.48111",NA,"-18.2517","3749.125","21346.66","31.38425","l4","1.255827","0.9962566","9.783323","0","28","1.92364","194.1236","50.53796","6.717379","3.927401e-05","1.141916","0.2360664","0","S_T_4"
"NT_C_4","1.000571","6.735986","196.7421","195.5992","0.6325851","0.6019672","5.95","5.86",NA,NA,NA,NA,NA,NA,"3533.27","3531.253","3521.469",NA,"-91.25333","3531.253","3541.005","5.946967","l4",NA,NA,NA,NA,"5","0.4458155","21.37645","2.124857","0.9219234","8.271387",NA,NA,NA,"NT_C_4"
"H_C_5","1.2383","4451.119","456.48","455.3371","0.999901","0.9998928","29.96","27.73",NA,NA,NA,NA,NA,NA,"6789.284","3743.458","18.10331",NA,"-17.76823","3743.458","20301.48","30.15535","l4","1.248793","0.9967256","14.58571","0","27","1.89577","236.457","311.4611","16.63894","0.0001183686","1.014906","0.6663461","0","H_C_5"
"N_C_5","1.246893","5153.214","462.3386","461.1957","0.9999051","0.9998972","30.16","27.91",NA,NA,NA,NA,NA,NA,"7265.191","3898.045","15.36918",NA,"-17.78467","3898.045","22255.9","30.35479","l4","1.25629","0.9963895","12.71207","0","27","1.91206","165.0407","22.11437","4.433647","9.358619e-05","1.145121","0.2290492","0","N_C_5"
"S_C_5","1.245272","4126.44","453.4503","452.3075","0.9999077","0.9999","30.5","28.29",NA,NA,NA,NA,NA,NA,"6812.23","3701.611","13.74895",NA,"-18.27224","3701.611","20563.77","30.68739","l4","1.252279","0.9943341","11.84759","0","28","1.889579","223.8991","146.3697","11.43185","8.982284e-05","1.084979","0.4601297","0","S_C_5"
"H_T_5","1.224103","4000.049","452.206","451.0631","0.9998895","0.9998803","29.95","27.67",NA,NA,NA,NA,NA,NA,"6307.758","3581.477","23.43971",NA,"-17.43027","3581.477","18473.6","30.14922","l4","1.238572","0.996806","17.20642","0","27","1.904994","185.3374","46.89727","6.456505","9.65373e-05","1.012264","0.6536524","0","H_T_5"
"N_T_5","1.243339","4006.094","452.2664","451.1235","0.9999079","0.9999002","31.08","28.81",NA,NA,NA,NA,NA,NA,"6838.836","3682.288","12.87826",NA,"-18.20322","3682.288","20828.39","31.2654","l4","1.255108","0.9965844","9.970658","0","28","1.910732","181.382","32.06183","5.350387","4.932676e-05","1.011676","0.6833654","0","N_T_5"
"S_T_5","1.236472","3803.112","450.1865","449.0437","0.999894","0.9998852","32.14","29.87",NA,NA,NA,NA,NA,NA,"6748.106","3684.57","11.90242",NA,"-18.75127","3684.57","20201.41","32.32252","l4","1.250048","0.9963763","8.728238","0","29","1.920204","195.0491","41.3177","6.086334","2.093218e-05","1.14184","0.2164417","0","S_T_5"
"H_C_6","1.235861","4475.003","456.694","455.5512","0.9998642","0.9998529","33.27","31.04",NA,NA,NA,NA,NA,NA,"7061.318","3897.074","9.8662",NA,"-19.78256","3897.074","20908.17","33.44476","l4","1.248393","0.9947039","7.372111","0","31","1.85631","288.6124","553.3104","22.35541","2.627546e-05","1.109958","0.3438902","0","H_C_6"
"N_C_6","1.256803","5940.202","468.0235","466.8806","0.999911","0.9999036","31.61","29.34",NA,NA,NA,NA,NA,NA,"8350.352","4306.766","10.21413",NA,"-18.44441","4306.766","26158.79","31.79569","l4","1.262105","0.9944118","9.078867","0","29","1.874644","221.0377","101.2356","9.526961","7.480246e-05","1.097943","0.4428627","0","N_C_6"
"S_C_6","1.256409","5731.711","466.5943","465.4514","0.9998981","0.9998896","29.19","27",NA,NA,NA,NA,NA,NA,"7040.51","3742.841","14.82757",NA,"-17.64259","3742.841","21676.22","29.37975","l4","1.261656","0.9960195","13.57681","0","27","1.865041","232.265","266.6715","15.39615","0.0003010172","1.13844","0.2682755","0","S_C_6"
"H_T_6","1.228367","4214.369","454.2937","453.1509","0.9998926","0.9998837","30.3","28",NA,NA,NA,NA,NA,NA,"6529.334","3650.244","20.59108",NA,"-17.53378","3650.244","19397.81","30.49614","l4","1.240785","0.9957731","15.89054","0","28","1.857935","233.7909","208.3904","13.64049","0.0001553604","1.114799","0.3125617","0","H_T_6"
"N_T_6","1.233435","3943.718","451.6387","450.4958","0.999898","0.9998895","29.53","27.3",NA,NA,NA,NA,NA,NA,"6296.717","3538.685","20.49475",NA,"-17.63609","3538.685","18612.05","29.71736","l4","1.242834","0.994986","16.87408","0","27","1.885674","203.5652","92.11718","9.048864","0.0001588977","1.068718","0.4909794","0","N_T_6"
"S_T_6","1.228075","3024.69","441.0261","439.8832","0.9999069","0.9998992","31.09","28.83",NA,NA,NA,NA,NA,NA,"6254.445","3519.594","16.7431",NA,"-18.2617","3519.594","18340.37","31.274","l4","1.241864","0.9964211","12.36204","0","28","1.916887","170.6379","21.84444","4.416329","3.8831e-05","1.134736","0.2220494","0","S_T_6"
"H_C_7","1.234363","4414.34","456.1481","455.0052","0.9998912","0.9998821","28.57","26.4",NA,NA,NA,NA,NA,NA,"6325.141","3600.586","24.37687",NA,"-17.48894","3600.586","18493.29","28.7585","l4","1.242863","0.9959046","20.70071","0","26","1.869121","237.7524","455.4812","20.07301","0.0003505157","1.047845","0.5636761","0","H_C_7"
"N_C_7","1.236857","3923.066","451.4287","450.2858","0.999907","0.9998992","29.46","27.25",NA,NA,NA,NA,NA,NA,"6515.516","3635.547","19.87209",NA,"-17.672","3635.547","19332.82","29.65226","l4","1.244229","0.9945294","17.11824","0","27","1.871029","196.6697","71.35547","7.964112","0.0002093992","1.078619","0.46503","0","N_C_7"
"S_C_7","1.221204","3910.623","451.3016","450.1587","0.9998813","0.9998715","30.25","27.96",NA,NA,NA,NA,NA,NA,"6151.282","3512.454","23.03379",NA,"-17.54932","3512.454","17906.2","30.44442","l4","1.235765","0.9957028","16.8964","0","27","1.93704","190.9581","57.75045","7.164756","5.047362e-05","1.109832","0.3088058","0","S_C_7"
"H_T_7","1.217373","4704.048","458.6907","457.5478","0.9998732","0.9998626","28.28","26.01",NA,NA,NA,NA,NA,NA,"6180.349","3596.953","37.08065",NA,"-16.52444","3596.953","17807.25","28.4888","l4","1.229336","0.995484","29.54314","0","26","1.861526","218.0235","213.2683","13.73537","0.0004603595","1.097172","0.3474061","0","H_T_7"
"N_T_7","1.227781","3749.59","449.6196","448.4767","0.9998955","0.9998868","29.75","27.51",NA,NA,NA,NA,NA,NA,"6220.205","3523.218","21.98296",NA,"-17.56406","3523.218","18202.77","29.94783","l4","1.239911","0.9963336","17.02402","0","27","1.901265","209.4372","114.4963","10.08833","0.0001110904","1.036855","0.5885472","0","N_T_7"
"S_T_7","1.20929","4880.644","460.1648","459.022","0.9998515","0.9998391","29.13","26.79",NA,NA,NA,NA,NA,NA,"6054.161","3539.766","37.2442",NA,"-16.50032","3539.766","17360.91","29.34553","l4","1.227264","0.9965275","25.51656","0","26","1.91649","169.2083","32.62392","5.372115","0.0001350319","1.122599","0.2218918","0","S_T_7"
"H_C_8","1.199457","2655.79","435.8234","434.6806","0.9998969","0.9998884","28.3","26.05",NA,NA,NA,NA,NA,NA,"5572.501","3416.336","48.809",NA,"-16.68538","3416.336","15252.14","28.50326","l4","1.213044","0.9941148","36.89711","0","26","1.823604","237.5992","452.8054","20.01396","0.0006241658","1.060587","0.4492111","0","H_C_8"
"N_C_8","1.22411","2712.474","436.6682","435.5253","0.999909","0.9999014","31.15","28.9",NA,NA,NA,NA,NA,NA,"6113.134","3483.249","17.71149",NA,"-18.35771","3483.249","17714.86","31.33361","l4","1.237022","0.9960638","13.3644","0","28","1.89787","229.0154","175.7143","12.52548","4.703803e-05","1.118272","0.2739212","0","N_C_8"
"S_C_8","1.224059","3662.517","448.6798","447.5369","0.9998916","0.9998825","29.78","27.54",NA,NA,NA,NA,NA,NA,"6127.358","3515.21","23.39907",NA,"-17.65721","3515.21","17758.72","29.97082","l4","1.237968","0.9964328","17.40637","0","27","1.91051","207.7766","107.6667","9.782829","9.266276e-05","1.025104","0.6127941","0","S_C_8"
"H_T_8","1.211195","3675.515","448.8215","447.6786","0.9998836","0.9998739","28.76","26.49",NA,NA,NA,NA,NA,NA,"5928.622","3508.592","37.03482",NA,"-16.8364","3508.592","16815.64","28.96491","l4","1.226096","0.9966043","27.24615","0","26","1.896282","177.9653","45.68875","6.357434","0.0002059609","1.020987","0.6084457","0","H_T_8"
"N_T_8","1.214561","2691.405","436.3563","435.2134","0.9999016","0.9998934","30.43","28.16",NA,NA,NA,NA,NA,NA,"5814.175","3395.305","24.39158",NA,"-17.80373","3395.305","16595.68","30.62594","l4","1.227451","0.9943585","18.3173","0","28","1.857561","200.5536","63.58415","7.534691","0.0001195001","1.069893","0.4520495","0","N_T_8"
"S_T_8","1.21654","1696.999","417.9082","416.7653","0.9999114","0.9999041","33.1","30.85",NA,NA,NA,NA,NA,NA,"5679.431","3292.068","13.43234",NA,"-19.51688","3292.068","16118.76","33.27254","l4","1.232498","0.9958536","9.1608","0","30","1.891171","182.4123","21.78514","4.427937","1.337112e-05","1.11527","0.2668702","0","S_T_8"
