File Name,admin_2015-07-20 10-55-57_CC009827_GRB2.pcrd
Created By User,admin
Notes,
ID,
Run Started,07/20/2015 17:56:18 UTC
Run Ended,07/20/2015 21:22:07 UTC
Sample Vol,20
Lid Temp,105
Protocol File Name,Jake_CFX_3StepAmp+Melt.prcl
Plate Setup File Name,platesetup.pltd
Base Serial Number,CC009827
Optical Head Serial Number,785BR3659
CFX Manager Version,3.1.1517.0823. 
