File Name,admin_2015-07-08 12-01-38_CC009827_CARM.pcrd
Created By User,admin
Notes,
ID,
Run Started,07/08/2015 19:02:02 UTC
Run Ended,07/08/2015 22:28:31 UTC
Sample Vol,20
Lid Temp,105
Protocol File Name,Jake_CFX_3StepAmp+Melt.prcl
Plate Setup File Name,platesetup.pltd
Base Serial Number,CC009827
Optical Head Serial Number,785BR3659
CFX Manager Version,3.1.1517.0823. 
