File Name,admin_2015-06-26 14-21-09_CC009827_CARM2.pcrd
Created By User,admin
Notes,
ID,
Run Started,06/26/2015 21:21:30 UTC
Run Ended,06/27/2015 00:47:54 UTC
Sample Vol,20
Lid Temp,105
Protocol File Name,Jake_CFX_3StepAmp+Melt.prcl
Plate Setup File Name,platesetup.pltd
Base Serial Number,CC009827
Optical Head Serial Number,785BR3659
CFX Manager Version,3.1.1517.0823. 
