,HC,NC,SC,HT,NT,ST,NTC,HC,NC,SC,HT,NT,ST,NTC,HC,NC,SC,HT,NT,ST,NTC,HC,NC,SC,HT,NT,ST,NTC,HC,NC,SC,HT,NT,ST,HC,NC,SC,HT,NT,ST,HC,NC,SC,HT,NT,ST,HC,NC,SC,HT,NT,ST
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cycle,TLR2.1_HC_1,TLR2.1_NC_1,TLR2.1_SC_1,TLR2.1_HT_1,TLR2.1_NT_1,TLR2.1_ST_1,TLR2.1_NTC_1,TLR2.1_HC_2,TLR2.1_NC_2,TLR2.1_SC_2,TLR2.1_HT_2,TLR2.1_NT_2,TLR2.1_ST_2,TLR2.1_NTC_2,TLR2.1_HC_3,TLR2.1_NC_3,TLR2.1_SC_3,TLR2.1_HT_3,TLR2.1_NT_3,TLR2.1_ST_3,TLR2.1_NTC_3,TLR2.1_HC_4,TLR2.1_NC_4,TLR2.1_SC_4,TLR2.1_HT_4,TLR2.1_NT_4,TLR2.1_ST_4,TLR2.1_NTC_4,TLR2.1_HC_5,TLR2.1_NC_5,TLR2.1_SC_5,TLR2.1_HT_5,TLR2.1_NT_5,TLR2.1_ST_5,TLR2.1_HC_6,TLR2.1_NC_6,TLR2.1_SC_6,TLR2.1_HT_6,TLR2.1_NT_6,TLR2.1_ST_6,TLR2.1_HC_7,TLR2.1_NC_7,TLR2.1_SC_7,TLR2.1_HT_7,TLR2.1_NT_7,TLR2.1_ST_7,TLR2.1_HC_8,TLR2.1_NC_8,TLR2.1_SC_8,TLR2.1_HT_8,TLR2.1_NT_8,TLR2.1_ST_8
1,-17.26214915,-1.157854738,-7.920311536,0.397061841,1.595450941,1.338280498,-2.737849449,-19.91619439,5.26342801,-0.048443191,1.698379428,0.877948259,1.754642487,-0.720547197,-18.36284713,1.753070624,-0.145118718,-2.464563706,4.395972354,-3.27043814,-1.644318843,-5.705352457,0.833727171,1.177776183,5.259284272,-0.108439692,-0.680369392,-1.746366562,-13.88305703,-1.104625231,-1.692893135,-1.125520341,-0.130165131,-3.580271022,-10.83891599,3.641243782,2.972746969,-1.313977247,4.399327024,3.8787756,-14.22135905,1.654636996,0.414767536,-1.514476972,3.527574002,2.464432338,-12.37183949,-6.116041985,-5.426334309,-9.951447287,-0.878664481,-3.561824068
2,-11.97396692,-2.8203416,-0.103322187,-0.85977343,3.504776151,0.22560779,-3.4722621,-16.72191656,3.376501227,1.318250516,0.932727778,4.100808045,4.070166756,-4.875647691,-15.08057072,-2.008027855,3.872413124,0.694977754,2.814427466,3.774413645,-3.670646874,-0.591150811,-2.876376472,-1.16103458,4.528713327,3.57808654,-1.836256399,-0.58289774,-4.944372851,1.11485182,4.164333406,1.744001549,1.912150347,-5.801710809,-8.074184686,0.601715117,2.344499413,0.949267975,1.807479156,-0.800431505,-6.189810582,3.174943989,-0.047435926,-0.972398448,5.37866735,-1.409636107,-11.00265368,-2.803265288,-2.415938364,-1.980999389,-1.173538792,-3.444112278
3,-5.276858531,-0.905334384,-1.921792556,-2.661137063,-2.018659097,1.863601428,1.183370808,-7.78481892,0.527622741,0.618794729,2.907586211,2.714414098,0.563046993,-2.967894304,-10.50876659,0.92221309,3.308683324,-2.770542116,-0.895410521,1.141455091,0.246041254,-1.286783226,2.89445339,0.850458229,1.044897808,0.922291428,-1.646724486,-1.990176397,-4.462999159,1.583014884,2.522617316,-0.005731754,1.597201988,-2.558005667,-8.519966573,1.294268864,-0.696015458,1.06614826,1.964968195,-0.78568515,-5.537669141,-2.16345297,1.691636523,1.640818653,1.911877396,-1.750181162,-5.36704685,-4.89321276,-2.628991502,1.418234864,2.212968673,0.916458547
4,-1.095898055,-2.099100145,2.058405926,-0.416605186,0.83070469,1.989590346,-0.656392733,-5.340516321,2.551332821,0.58872769,4.446231775,-2.521267071,3.335428762,0.053212979,-3.709494823,-0.452177502,1.172473518,-1.686104612,0.630899902,0.635039459,-2.64636748,0.428328794,-1.984570305,1.222013946,3.39333569,3.002233564,2.411388813,-0.883875646,-0.165349777,2.145803707,1.789142122,-1.109126768,-1.252404376,-2.352039297,-1.898319768,1.182510941,-0.904349842,-1.864802578,-0.326577684,0.356636538,-3.136909836,-0.558494636,0.810824953,-2.212605944,-1.848423557,-1.121127426,-4.203393981,-2.642182022,-0.830145125,-1.843509657,-0.444027692,0.753822633
5,-2.670156228,-0.41448906,2.54623851,1.152515894,-1.263943358,2.670928833,-1.401650716,-4.127012934,4.094624824,-0.651498696,0.992125087,1.357866937,5.022671855,-1.725293272,-4.536828747,-0.587152217,4.696076953,-0.621917385,-2.441732052,1.963255202,1.260014533,-2.364044934,0.238732828,-2.386930003,3.235413706,-0.508916073,-4.166831308,1.036781465,0.985468521,0.653798629,2.339260969,-1.020593771,1.633561911,1.59380722,0.14591799,0.866352948,0.488733194,0.617767929,0.687514467,-3.581882248,-5.104887298,0.599268979,-0.589169318,0.603114706,0.095382846,-2.993851199,-4.378184663,-1.331992562,0.532001577,-4.180471256,-0.198014606,-1.600535489
6,-2.368148836,1.271764246,-0.805009401,0.163278599,-0.521275427,3.097299737,-0.935030223,-1.00623247,-2.030577282,0.943840858,0.882972585,-1.435586148,2.070038621,-3.063068479,-0.922646833,1.875350113,-0.048227554,0.418318174,-1.251776258,-0.356333187,-3.583919915,-2.756786359,2.116657175,-0.534178392,1.211004995,-2.768313825,2.730252014,2.395945852,0.94339147,-0.088022036,0.928447599,-1.250603663,-0.08828667,1.133359544,-1.852391822,1.786634003,2.238996826,-1.516762941,0.667470603,1.730036577,-2.087307689,5.71932818,1.743916341,-0.643053631,3.37467942,2.631363318,-2.823299077,2.775240563,3.063745164,1.420365342,-0.439456646,1.206452072
7,-4.514549536,1.141565571,-0.534985078,0.147359124,0.272368031,3.967465799,1.54987875,2.540951405,2.462930235,2.927641139,-1.144023798,1.390299013,-0.601137427,1.878059695,-0.770893671,3.014442164,-3.873255401,2.365699883,4.112643818,0.658695213,-5.900386023,3.712031079,-1.726847205,2.926616801,-1.23682175,0.323325366,-0.230705503,-1.396782451,-0.650577092,0.661231994,1.800999203,6.044552526,1.932210232,-1.55661916,1.221884796,4.638013943,1.837168816,-1.05581694,2.954078668,0.639313666,-5.409891979,2.77778359,-0.709994486,4.815702189,-2.114047491,-0.0578468,3.021786586,5.692574771,4.675155995,0.615861505,0.306015626,-0.971269748
8,1.533158637,1.640117181,3.755276402,0.610575079,2.715793361,1.903248794,0.868111052,1.782587662,1.683641571,2.719192571,1.032214449,0.469518798,1.973862629,-0.784081573,2.084529863,2.765949286,3.103682754,0.987997749,1.716989968,0.768549005,-2.413259988,1.851838242,1.788534129,0.504502669,-0.478991197,2.29724183,2.734190879,-0.95843525,4.170639694,1.471721733,-0.746749787,0.227686197,1.58598279,1.437709039,2.672195615,1.797984333,1.440578618,2.248573204,1.255826093,3.365345808,0.216032244,1.01397794,0.560535433,-0.318471027,2.707931068,-0.64664115,2.024211598,0.966902137,3.711341229,1.378946898,-1.012247596,-0.541482887
