Sample ID	User ID	Date	Time	ng/ul	A260	A280	260/280	260/230	Constant	Cursor Pos.	Cursor abs.	340 raw	Measurement Type	Serial #	Config.	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299	300	301	302	303	304	305	306	307	308	309	310	311	312	313	314	315	316	317	318	319	320	321	322	323	324	325	326	327	328	329	330	331	332	333	334	335	336	337	338	339	340	341	342	343	344	345	346	347	348	349	350
HL20	 Default 	 5/7/2015 	 10:36 AM 	 144.94 	  2.899 	  1.412 	   2.05 	   2.33 	  50.00 	  230 	  1.246 	  0.038 	 Measure 	 USB2G24694BA582 	 0.992095/0.42/128/24 	1.611	1.533	1.460	1.390	1.340	1.263	1.259	1.250	1.239	1.240	1.246	1.255	1.266	1.290	1.320	1.357	1.411	1.484	1.563	1.673	1.781	1.838	1.924	2.021	2.110	2.214	2.299	2.356	2.428	2.498	2.539	2.605	2.670	2.712	2.775	2.812	2.844	2.895	2.915	2.911	2.899	2.876	2.856	2.820	2.752	2.681	2.580	2.501	2.447	2.372	2.298	2.249	2.159	2.077	1.991	1.923	1.815	1.702	1.623	1.506	1.412	1.352	1.251	1.150	1.081	0.990	0.899	0.839	0.742	0.661	0.580	0.526	0.455	0.386	0.347	0.287	0.245	0.217	0.185	0.154	0.126	0.109	0.088	0.068	0.058	0.042	0.032	0.021	0.017	0.011	0.003	0.003	0.000	0.003	-0.001	-0.003	-0.004	0.001	-0.001	-0.004	0.000	0.001	0.002	0.003	-0.002	-0.004	-0.005	-0.009	-0.011	-0.014	-0.011	-0.009	-0.008	-0.005	0.001	0.004	0.006	0.009	0.007	0.002	0.000	-0.001	-0.007	-0.007	-0.012	-0.013	-0.011	-0.009	-0.005	-0.006	-0.011
HL21	 Default 	 5/7/2015 	 10:37 AM 	 356.18 	  7.124 	  3.630 	   1.96 	   2.35 	  50.00 	  230 	  3.026 	  0.040 	 Measure 	 USB2G24694BA582 	 0.992095/0.42/128/24 	3.374	3.221	3.173	3.111	3.051	3.026	3.030	3.026	3.024	3.025	3.026	3.049	3.069	3.115	3.192	3.263	3.402	3.590	3.762	4.058	4.323	4.475	4.684	4.942	5.152	5.417	5.640	5.777	5.967	6.150	6.266	6.407	6.542	6.627	6.758	6.841	6.924	7.057	7.104	7.126	7.124	7.096	7.050	6.957	6.806	6.647	6.434	6.238	6.124	5.934	5.783	5.658	5.441	5.242	5.020	4.870	4.615	4.335	4.139	3.872	3.630	3.468	3.208	2.946	2.780	2.548	2.313	2.142	1.899	1.690	1.480	1.330	1.123	0.942	0.835	0.690	0.573	0.506	0.422	0.349	0.286	0.247	0.196	0.154	0.133	0.100	0.077	0.057	0.049	0.041	0.031	0.030	0.027	0.031	0.025	0.023	0.020	0.021	0.019	0.012	0.013	0.014	0.014	0.013	0.010	0.010	0.008	0.005	0.004	0.000	0.003	0.001	0.002	0.004	0.010	0.008	0.008	0.010	0.004	0.002	0.000	-0.001	-0.006	-0.004	-0.006	-0.003	-0.002	0.002	0.008	0.006	0.005
HL22	 Default 	 5/7/2015 	 10:38 AM 	 222.98 	  4.460 	  2.234 	   2.00 	   2.39 	  50.00 	  230 	  1.869 	  0.019 	 Measure 	 USB2G24694BA582 	 0.992095/0.42/128/24 	2.330	2.208	2.152	2.104	2.033	1.936	1.934	1.905	1.873	1.873	1.869	1.884	1.899	1.931	1.976	2.039	2.137	2.259	2.365	2.538	2.707	2.794	2.928	3.076	3.200	3.365	3.497	3.582	3.695	3.810	3.875	3.963	4.065	4.130	4.235	4.312	4.359	4.437	4.474	4.478	4.460	4.428	4.398	4.344	4.256	4.160	4.025	3.902	3.828	3.711	3.598	3.516	3.376	3.247	3.111	3.015	2.853	2.685	2.560	2.385	2.234	2.128	1.966	1.806	1.703	1.554	1.414	1.311	1.159	1.033	0.907	0.814	0.693	0.585	0.515	0.424	0.349	0.307	0.257	0.211	0.169	0.144	0.116	0.096	0.087	0.068	0.059	0.044	0.041	0.035	0.033	0.027	0.028	0.032	0.024	0.023	0.019	0.019	0.013	0.012	0.012	0.011	0.012	0.014	0.011	0.011	0.013	0.007	0.003	-0.001	-0.004	-0.002	-0.002	-0.004	-0.001	0.001	0.003	0.006	0.003	-0.002	0.000	-0.002	-0.010	-0.009	-0.012	-0.008	-0.005	-0.003	0.003	0.006	0.003
HL23	 Default 	 5/7/2015 	 10:39 AM 	 393.05 	  7.861 	  4.097 	   1.92 	   2.33 	  50.00 	  230 	  3.371 	  0.035 	 Measure 	 USB2G24694BA582 	 0.992095/0.42/128/24 	3.742	3.615	3.498	3.429	3.416	3.357	3.371	3.354	3.347	3.354	3.371	3.392	3.404	3.448	3.523	3.614	3.745	3.929	4.099	4.416	4.706	4.876	5.122	5.403	5.640	5.941	6.200	6.351	6.555	6.752	6.863	7.010	7.151	7.257	7.388	7.513	7.618	7.782	7.846	7.868	7.861	7.808	7.772	7.685	7.521	7.353	7.131	6.921	6.799	6.614	6.421	6.278	6.051	5.843	5.613	5.446	5.163	4.865	4.656	4.366	4.097	3.911	3.621	3.336	3.149	2.886	2.618	2.430	2.157	1.918	1.680	1.511	1.282	1.080	0.954	0.785	0.652	0.576	0.482	0.399	0.324	0.277	0.222	0.173	0.150	0.116	0.092	0.066	0.060	0.050	0.044	0.042	0.034	0.038	0.032	0.029	0.027	0.025	0.021	0.019	0.021	0.022	0.025	0.026	0.019	0.023	0.022	0.015	0.010	0.006	0.006	0.001	0.003	0.001	0.003	0.005	0.008	0.009	0.006	0.001	0.000	0.002	-0.001	0.001	-0.001	0.002	0.004	0.006	0.011	0.007	0.003
HL24	 Default 	 5/7/2015 	 10:40 AM 	  60.32 	  1.206 	  0.620 	   1.95 	   2.11 	  50.00 	  230 	  0.571 	  0.076 	 Measure 	 USB2G24694BA582 	 0.992095/0.42/128/24 	0.770	0.723	0.671	0.642	0.621	0.582	0.574	0.575	0.565	0.566	0.571	0.576	0.573	0.578	0.595	0.609	0.624	0.651	0.683	0.718	0.774	0.801	0.831	0.861	0.896	0.935	0.968	0.996	1.026	1.048	1.065	1.094	1.125	1.141	1.169	1.174	1.180	1.197	1.208	1.209	1.206	1.198	1.192	1.175	1.152	1.131	1.097	1.063	1.042	1.012	0.984	0.963	0.923	0.888	0.851	0.826	0.784	0.741	0.707	0.659	0.620	0.595	0.551	0.511	0.483	0.445	0.406	0.380	0.342	0.305	0.268	0.243	0.211	0.185	0.172	0.147	0.126	0.114	0.102	0.090	0.077	0.067	0.059	0.053	0.054	0.039	0.034	0.023	0.024	0.023	0.019	0.018	0.019	0.026	0.023	0.022	0.020	0.020	0.015	0.011	0.013	0.011	0.016	0.016	0.014	0.016	0.020	0.014	0.011	0.010	0.006	0.007	0.006	0.002	0.007	0.009	0.013	0.014	0.009	0.003	0.000	0.003	-0.003	-0.001	-0.007	-0.004	-0.003	0.002	0.008	0.007	0.003
HL25	 Default 	 5/7/2015 	 10:41 AM 	 152.20 	  3.044 	  1.549 	   1.96 	   2.30 	  50.00 	  230 	  1.321 	  0.217 	 Measure 	 USB2G24694BA582 	 0.992095/0.42/128/24 	1.460	1.419	1.403	1.401	1.353	1.361	1.337	1.322	1.324	1.319	1.321	1.327	1.330	1.342	1.385	1.411	1.454	1.532	1.613	1.734	1.863	1.931	2.018	2.124	2.213	2.323	2.407	2.463	2.537	2.606	2.651	2.715	2.774	2.814	2.904	2.957	2.981	3.025	3.039	3.050	3.044	3.026	3.001	2.964	2.910	2.852	2.764	2.672	2.618	2.529	2.451	2.394	2.296	2.210	2.111	2.051	1.950	1.841	1.759	1.646	1.549	1.483	1.382	1.271	1.202	1.102	1.001	0.934	0.835	0.746	0.654	0.595	0.515	0.447	0.407	0.341	0.288	0.259	0.228	0.192	0.159	0.137	0.115	0.099	0.094	0.080	0.073	0.063	0.065	0.063	0.056	0.052	0.049	0.052	0.046	0.038	0.027	0.024	0.022	0.019	0.016	0.013	0.016	0.018	0.014	0.016	0.012	0.002	-0.001	-0.007	-0.008	-0.008	-0.006	-0.008	0.002	0.002	0.004	0.008	0.005	-0.001	0.000	0.001	-0.003	-0.002	-0.007	-0.005	-0.008	-0.005	-0.004	-0.004	-0.009
HL25	 Default 	 5/7/2015 	 10:42 AM 	 142.10 	  2.842 	  1.410 	   2.02 	   2.67 	  50.00 	  230 	  1.066 	 -0.304 	 Measure 	 USB2G24694BA582 	 0.992095/0.42/128/24 	1.461	1.393	1.311	1.283	1.234	1.131	1.103	1.081	1.064	1.065	1.066	1.064	1.067	1.093	1.130	1.164	1.226	1.302	1.377	1.508	1.621	1.688	1.781	1.879	1.969	2.082	2.179	2.236	2.322	2.401	2.444	2.520	2.591	2.646	2.715	2.763	2.792	2.830	2.850	2.842	2.842	2.818	2.801	2.768	2.713	2.655	2.572	2.499	2.449	2.376	2.306	2.247	2.158	2.074	1.982	1.917	1.806	1.696	1.617	1.507	1.410	1.348	1.244	1.134	1.065	0.969	0.873	0.807	0.705	0.619	0.530	0.472	0.393	0.320	0.280	0.218	0.170	0.146	0.114	0.082	0.057	0.040	0.018	-0.002	-0.009	-0.025	-0.028	-0.036	-0.034	-0.034	-0.032	-0.028	-0.027	-0.022	-0.025	-0.023	-0.026	-0.021	-0.020	-0.022	-0.020	-0.017	-0.012	-0.017	-0.016	-0.014	-0.013	-0.016	-0.012	-0.017	-0.015	-0.006	-0.005	-0.006	0.002	0.000	0.003	0.005	0.004	-0.001	0.000	0.002	-0.004	-0.002	-0.004	-0.001	0.000	0.003	0.004	0.009	0.008
HL25	 Default 	 5/7/2015 	 10:43 AM 	 128.42 	  2.568 	  1.290 	   1.99 	   2.29 	  50.00 	  230 	  1.122 	  0.097 	 Measure 	 USB2G24694BA582 	 0.992095/0.42/128/24 	1.346	1.297	1.297	1.265	1.231	1.196	1.168	1.133	1.124	1.128	1.122	1.120	1.126	1.144	1.175	1.206	1.245	1.302	1.371	1.481	1.568	1.615	1.696	1.782	1.859	1.946	2.022	2.066	2.132	2.194	2.230	2.283	2.336	2.378	2.435	2.479	2.504	2.548	2.570	2.571	2.568	2.546	2.530	2.496	2.448	2.396	2.312	2.241	2.196	2.130	2.064	2.015	1.926	1.854	1.777	1.719	1.628	1.530	1.464	1.370	1.290	1.233	1.138	1.049	0.990	0.904	0.817	0.760	0.666	0.596	0.523	0.469	0.401	0.343	0.306	0.252	0.212	0.187	0.154	0.125	0.102	0.086	0.068	0.052	0.049	0.036	0.031	0.022	0.025	0.021	0.021	0.023	0.022	0.027	0.024	0.023	0.015	0.015	0.010	0.006	0.002	-0.001	0.004	0.003	0.002	0.005	0.005	0.001	0.002	0.001	-0.004	0.001	0.002	0.000	0.005	0.002	0.005	0.008	0.005	-0.001	0.000	-0.002	-0.009	-0.004	-0.008	-0.010	-0.011	-0.009	-0.009	-0.008	-0.011
HL26	 Default 	 5/7/2015 	 10:44 AM 	 336.54 	  6.731 	  3.345 	   2.01 	   2.41 	  50.00 	  230 	  2.797 	 -0.006 	 Measure 	 USB2G24694BA582 	 0.992095/0.42/128/24 	3.217	3.081	2.946	2.857	2.817	2.788	2.790	2.786	2.771	2.772	2.797	2.826	2.849	2.905	2.991	3.077	3.221	3.393	3.560	3.845	4.081	4.224	4.433	4.672	4.861	5.112	5.323	5.447	5.632	5.795	5.895	6.025	6.159	6.236	6.361	6.468	6.536	6.671	6.722	6.737	6.731	6.704	6.663	6.580	6.437	6.288	6.078	5.885	5.766	5.586	5.417	5.297	5.092	4.892	4.679	4.530	4.278	4.017	3.827	3.571	3.345	3.193	2.956	2.713	2.564	2.346	2.133	1.978	1.751	1.555	1.360	1.225	1.031	0.865	0.765	0.627	0.514	0.452	0.374	0.306	0.249	0.214	0.166	0.128	0.108	0.075	0.058	0.037	0.031	0.025	0.022	0.023	0.026	0.034	0.030	0.031	0.024	0.020	0.012	0.009	0.008	0.009	0.014	0.016	0.013	0.014	0.018	0.012	0.012	0.008	0.003	0.004	0.005	0.002	0.005	0.003	0.004	0.004	0.001	-0.004	0.000	-0.001	-0.009	-0.008	-0.008	-0.004	-0.001	-0.001	0.004	0.006	0.005
HL27	 Default 	 5/7/2015 	 10:45 AM 	 377.31 	  7.546 	  3.813 	   1.98 	   2.32 	  50.00 	  230 	  3.251 	  0.086 	 Measure 	 USB2G24694BA582 	 0.992095/0.42/128/24 	3.601	3.483	3.406	3.403	3.344	3.278	3.275	3.260	3.237	3.242	3.251	3.261	3.290	3.344	3.421	3.507	3.645	3.826	4.003	4.304	4.571	4.719	4.945	5.213	5.435	5.712	5.949	6.085	6.281	6.471	6.584	6.730	6.869	6.976	7.120	7.240	7.339	7.502	7.553	7.558	7.546	7.496	7.451	7.339	7.164	6.998	6.785	6.587	6.463	6.270	6.092	5.961	5.740	5.522	5.282	5.118	4.852	4.554	4.355	4.075	3.813	3.648	3.384	3.113	2.941	2.704	2.448	2.269	2.017	1.789	1.564	1.408	1.188	0.999	0.888	0.736	0.610	0.538	0.449	0.370	0.299	0.257	0.205	0.161	0.139	0.106	0.086	0.069	0.065	0.056	0.048	0.043	0.043	0.046	0.042	0.034	0.023	0.023	0.021	0.019	0.014	0.017	0.020	0.023	0.019	0.022	0.021	0.013	0.010	0.003	-0.003	-0.002	-0.001	-0.004	0.001	0.002	0.006	0.005	0.003	-0.001	0.000	-0.001	-0.007	-0.004	-0.007	-0.003	-0.003	0.000	0.003	0.002	0.002
HL28	 Default 	 5/7/2015 	 10:46 AM 	 103.32 	  2.066 	  1.070 	   1.93 	   2.24 	  50.00 	  230 	  0.921 	  0.085 	 Measure 	 USB2G24694BA582 	 0.992095/0.42/128/24 	1.271	1.175	1.108	1.047	1.025	0.957	0.951	0.939	0.921	0.920	0.921	0.920	0.923	0.943	0.953	0.980	1.015	1.063	1.115	1.189	1.259	1.298	1.360	1.417	1.483	1.559	1.621	1.660	1.715	1.764	1.794	1.846	1.892	1.929	1.975	2.003	2.017	2.053	2.067	2.068	2.066	2.048	2.033	2.005	1.964	1.920	1.852	1.797	1.758	1.706	1.666	1.629	1.565	1.515	1.454	1.410	1.340	1.269	1.208	1.134	1.070	1.025	0.953	0.877	0.830	0.759	0.689	0.644	0.570	0.508	0.448	0.410	0.354	0.306	0.277	0.235	0.199	0.177	0.152	0.125	0.105	0.091	0.074	0.059	0.055	0.041	0.033	0.027	0.026	0.027	0.026	0.025	0.024	0.031	0.028	0.023	0.016	0.012	0.005	0.002	0.000	-0.001	0.005	0.010	0.008	0.013	0.014	0.007	0.006	-0.001	-0.004	-0.007	-0.010	-0.012	-0.006	-0.003	0.000	0.001	-0.001	-0.003	0.000	-0.003	-0.013	-0.013	-0.016	-0.014	-0.016	-0.014	-0.009	-0.006	-0.007
HL29	 Default 	 5/7/2015 	 10:47 AM 	  74.49 	  1.490 	  0.768 	   1.94 	   2.20 	  50.00 	  230 	  0.676 	  0.047 	 Measure 	 USB2G24694BA582 	 0.992095/0.42/128/24 	0.945	0.865	0.787	0.728	0.718	0.694	0.683	0.672	0.671	0.673	0.676	0.678	0.670	0.676	0.688	0.705	0.718	0.755	0.793	0.849	0.907	0.932	0.978	1.024	1.061	1.109	1.147	1.173	1.210	1.244	1.263	1.299	1.337	1.364	1.402	1.432	1.443	1.478	1.492	1.488	1.490	1.480	1.476	1.458	1.437	1.411	1.369	1.330	1.306	1.266	1.234	1.206	1.154	1.110	1.066	1.033	0.975	0.921	0.877	0.820	0.768	0.734	0.678	0.621	0.586	0.532	0.479	0.447	0.399	0.363	0.315	0.283	0.247	0.214	0.194	0.161	0.135	0.119	0.101	0.083	0.069	0.055	0.047	0.036	0.030	0.016	0.016	0.010	0.010	0.009	0.008	0.011	0.014	0.023	0.020	0.018	0.014	0.014	0.012	0.006	0.006	0.004	0.008	0.012	0.012	0.013	0.011	0.006	0.006	-0.001	-0.003	-0.008	-0.007	-0.008	-0.001	-0.001	0.001	0.006	0.000	-0.001	0.000	-0.002	-0.008	-0.008	-0.012	-0.009	-0.008	-0.004	0.001	0.003	0.001
HL30	 Default 	 5/7/2015 	 10:48 AM 	 274.08 	  5.482 	  2.804 	   1.95 	   2.26 	  50.00 	  230 	  2.427 	  0.207 	 Measure 	 USB2G24694BA582 	 0.992095/0.42/128/24 	2.571	2.506	2.535	2.522	2.486	2.450	2.444	2.441	2.435	2.431	2.427	2.426	2.441	2.464	2.519	2.580	2.665	2.798	2.935	3.157	3.352	3.467	3.622	3.812	3.977	4.176	4.340	4.439	4.581	4.708	4.799	4.908	5.025	5.109	5.223	5.302	5.357	5.470	5.501	5.499	5.482	5.447	5.411	5.346	5.228	5.110	4.944	4.803	4.705	4.561	4.437	4.339	4.183	4.027	3.857	3.734	3.543	3.337	3.188	2.991	2.804	2.684	2.490	2.299	2.173	1.996	1.810	1.681	1.494	1.331	1.168	1.052	0.894	0.762	0.679	0.572	0.480	0.431	0.369	0.312	0.258	0.225	0.187	0.150	0.134	0.106	0.088	0.069	0.068	0.061	0.053	0.049	0.049	0.055	0.050	0.047	0.038	0.036	0.032	0.033	0.030	0.030	0.031	0.034	0.031	0.036	0.033	0.023	0.021	0.013	0.008	0.005	0.004	0.003	0.006	0.005	0.007	0.009	0.009	0.003	0.000	-0.002	-0.007	-0.003	-0.006	-0.005	-0.005	-0.004	0.001	-0.001	-0.009
HL31	 Default 	 5/7/2015 	 10:50 AM 	  94.38 	  1.888 	  0.947 	   1.99 	   2.18 	  50.00 	  230 	  0.866 	  0.293 	 Measure 	 USB2G24694BA582 	 0.992095/0.42/128/24 	1.198	1.078	1.003	0.965	0.935	0.897	0.894	0.876	0.860	0.858	0.866	0.858	0.862	0.873	0.880	0.908	0.944	0.998	1.040	1.126	1.194	1.227	1.285	1.345	1.402	1.460	1.513	1.545	1.588	1.633	1.655	1.694	1.736	1.764	1.804	1.833	1.853	1.880	1.896	1.895	1.888	1.870	1.854	1.830	1.790	1.748	1.683	1.632	1.602	1.564	1.523	1.488	1.431	1.385	1.329	1.284	1.211	1.139	1.087	1.010	0.947	0.908	0.847	0.782	0.739	0.681	0.622	0.589	0.525	0.473	0.416	0.377	0.330	0.286	0.255	0.214	0.184	0.170	0.151	0.132	0.112	0.099	0.087	0.076	0.069	0.050	0.043	0.035	0.038	0.036	0.033	0.034	0.033	0.037	0.034	0.032	0.025	0.026	0.022	0.019	0.019	0.017	0.016	0.014	0.012	0.016	0.012	0.006	0.006	0.003	0.001	0.000	0.000	-0.002	0.004	0.006	0.007	0.009	0.008	0.004	0.000	0.001	-0.002	-0.003	-0.009	-0.010	-0.012	-0.009	-0.004	-0.007	-0.012
HL32	 Default 	 5/7/2015 	 10:51 AM 	 269.60 	  5.392 	  2.786 	   1.94 	   2.16 	  50.00 	  230 	  2.499 	  0.300 	 Measure 	 USB2G24694BA582 	 0.992095/0.42/128/24 	2.711	2.632	2.606	2.572	2.521	2.493	2.510	2.502	2.497	2.504	2.499	2.492	2.491	2.520	2.548	2.597	2.683	2.813	2.936	3.162	3.361	3.469	3.634	3.807	3.959	4.151	4.316	4.412	4.549	4.675	4.754	4.868	4.989	5.061	5.148	5.225	5.283	5.367	5.408	5.404	5.392	5.363	5.339	5.279	5.166	5.060	4.891	4.755	4.654	4.519	4.381	4.288	4.135	3.990	3.829	3.712	3.523	3.314	3.177	2.970	2.786	2.665	2.470	2.275	2.154	1.982	1.803	1.681	1.499	1.345	1.189	1.080	0.925	0.790	0.709	0.596	0.507	0.455	0.391	0.335	0.284	0.250	0.208	0.174	0.156	0.129	0.110	0.090	0.085	0.081	0.076	0.073	0.069	0.074	0.070	0.062	0.054	0.051	0.045	0.040	0.038	0.036	0.032	0.034	0.030	0.031	0.031	0.022	0.020	0.014	0.010	0.008	0.009	0.006	0.007	0.006	0.009	0.011	0.009	0.005	0.000	0.001	-0.005	-0.004	-0.008	-0.009	-0.011	-0.008	-0.004	-0.010	-0.018
NF1	 Default 	 5/7/2015 	 10:53 AM 	 330.81 	  6.616 	  3.396 	   1.95 	   2.32 	  50.00 	  230 	  2.851 	  0.025 	 Measure 	 USB2G24694BA582 	 0.992095/0.42/128/24 	3.230	3.179	3.113	3.058	3.002	2.911	2.909	2.882	2.852	2.845	2.851	2.872	2.885	2.923	2.993	3.066	3.189	3.355	3.512	3.779	4.027	4.160	4.351	4.581	4.774	5.030	5.234	5.355	5.527	5.692	5.791	5.919	6.041	6.111	6.242	6.347	6.415	6.548	6.607	6.613	6.616	6.582	6.545	6.463	6.331	6.202	5.998	5.828	5.712	5.542	5.383	5.265	5.077	4.885	4.680	4.535	4.306	4.052	3.880	3.632	3.396	3.252	3.011	2.768	2.609	2.390	2.162	2.004	1.775	1.574	1.378	1.239	1.049	0.884	0.778	0.643	0.533	0.472	0.394	0.324	0.260	0.222	0.177	0.136	0.118	0.084	0.064	0.046	0.039	0.033	0.026	0.026	0.023	0.028	0.025	0.022	0.018	0.019	0.014	0.012	0.012	0.012	0.013	0.015	0.011	0.013	0.010	-0.001	-0.003	-0.010	-0.011	-0.013	-0.015	-0.013	-0.005	-0.002	0.000	0.006	0.005	0.000	0.000	-0.002	-0.008	-0.007	-0.009	-0.005	-0.007	-0.004	0.002	0.002	-0.001
NF1	 Default 	 5/7/2015 	 10:54 AM 	 356.37 	  7.127 	  3.676 	   1.94 	   2.31 	  50.00 	  230 	  3.090 	  0.044 	 Measure 	 USB2G24694BA582 	 0.992095/0.42/128/24 	3.565	3.402	3.309	3.229	3.156	3.126	3.130	3.122	3.086	3.091	3.090	3.110	3.128	3.162	3.222	3.292	3.433	3.623	3.787	4.076	4.339	4.489	4.698	4.935	5.144	5.400	5.621	5.758	5.949	6.121	6.226	6.367	6.492	6.584	6.708	6.829	6.908	7.046	7.129	7.134	7.127	7.101	7.057	6.964	6.805	6.664	6.456	6.280	6.163	5.981	5.813	5.691	5.491	5.285	5.070	4.912	4.659	4.388	4.195	3.921	3.676	3.514	3.253	2.993	2.823	2.584	2.341	2.174	1.925	1.709	1.494	1.341	1.137	0.956	0.849	0.697	0.581	0.513	0.428	0.353	0.284	0.244	0.192	0.152	0.130	0.100	0.080	0.063	0.058	0.048	0.041	0.036	0.033	0.038	0.033	0.028	0.023	0.026	0.021	0.020	0.018	0.018	0.020	0.018	0.019	0.019	0.020	0.012	0.013	0.005	0.004	0.004	0.002	-0.001	0.005	0.005	0.006	0.010	0.007	0.003	0.000	-0.002	-0.011	-0.009	-0.012	-0.009	-0.010	-0.009	-0.002	-0.003	-0.008
NF2	 Default 	 5/7/2015 	 10:55 AM 	 210.64 	  4.213 	  2.199 	   1.92 	   2.35 	  50.00 	  230 	  1.790 	  0.043 	 Measure 	 USB2G24694BA582 	 0.992095/0.42/128/24 	2.066	2.057	1.953	1.921	1.883	1.837	1.822	1.794	1.781	1.780	1.790	1.795	1.808	1.833	1.870	1.923	1.991	2.096	2.196	2.357	2.521	2.607	2.727	2.880	3.005	3.157	3.289	3.375	3.479	3.589	3.656	3.748	3.843	3.907	4.005	4.064	4.111	4.183	4.213	4.213	4.213	4.193	4.170	4.121	4.037	3.956	3.838	3.722	3.655	3.545	3.446	3.376	3.255	3.142	3.014	2.927	2.773	2.615	2.502	2.344	2.199	2.099	1.938	1.786	1.685	1.542	1.395	1.294	1.143	1.018	0.892	0.800	0.682	0.572	0.505	0.415	0.346	0.307	0.258	0.214	0.170	0.147	0.121	0.097	0.083	0.058	0.046	0.032	0.030	0.027	0.021	0.021	0.022	0.026	0.024	0.023	0.017	0.019	0.014	0.010	0.010	0.015	0.016	0.019	0.019	0.021	0.023	0.018	0.016	0.007	0.006	0.005	0.003	-0.003	0.001	-0.002	0.000	0.003	0.001	-0.002	0.000	0.001	-0.005	-0.001	0.001	0.003	0.002	0.006	0.008	0.009	0.005
NF3	 Default 	 5/7/2015 	 10:56 AM 	 242.37 	  4.847 	  2.514 	   1.93 	   2.21 	  50.00 	  230 	  2.196 	  0.254 	 Measure 	 USB2G24694BA582 	 0.992095/0.42/128/24 	2.433	2.365	2.362	2.319	2.269	2.245	2.245	2.228	2.214	2.206	2.196	2.208	2.215	2.246	2.283	2.331	2.405	2.524	2.640	2.825	2.996	3.078	3.229	3.391	3.529	3.699	3.849	3.938	4.063	4.193	4.260	4.368	4.468	4.547	4.636	4.705	4.759	4.828	4.855	4.853	4.847	4.818	4.786	4.729	4.633	4.536	4.396	4.270	4.195	4.079	3.967	3.888	3.741	3.608	3.460	3.356	3.180	2.990	2.864	2.678	2.514	2.405	2.230	2.062	1.951	1.796	1.631	1.521	1.352	1.210	1.063	0.960	0.827	0.704	0.630	0.535	0.456	0.409	0.355	0.301	0.251	0.221	0.184	0.154	0.141	0.114	0.098	0.083	0.082	0.077	0.068	0.062	0.058	0.061	0.055	0.051	0.042	0.045	0.039	0.038	0.035	0.034	0.035	0.036	0.033	0.035	0.033	0.026	0.024	0.017	0.016	0.012	0.012	0.008	0.012	0.009	0.012	0.013	0.008	0.002	0.000	-0.002	-0.008	-0.006	-0.014	-0.013	-0.013	-0.009	-0.004	-0.007	-0.010
NF4	 Default 	 5/7/2015 	 10:57 AM 	 207.32 	  4.146 	  2.201 	   1.88 	   2.00 	  50.00 	  230 	  2.077 	  2.737 	 Measure 	 USB2G24694BA582 	 0.992095/0.42/128/24 	2.008	1.898	1.850	1.898	1.906	1.974	2.044	2.079	2.057	2.064	2.077	2.081	2.094	2.099	2.117	2.136	2.213	2.293	2.406	2.572	2.716	2.793	2.918	3.040	3.162	3.306	3.420	3.489	3.579	3.671	3.725	3.812	3.876	3.914	3.962	4.029	4.077	4.143	4.170	4.155	4.146	4.124	4.119	4.056	3.967	3.880	3.747	3.658	3.605	3.495	3.389	3.319	3.200	3.089	2.972	2.886	2.738	2.581	2.483	2.338	2.201	2.109	1.960	1.821	1.730	1.605	1.460	1.368	1.240	1.124	1.011	0.933	0.827	0.735	0.678	0.597	0.530	0.494	0.443	0.392	0.345	0.315	0.281	0.250	0.231	0.201	0.187	0.172	0.168	0.158	0.147	0.142	0.133	0.131	0.125	0.115	0.108	0.110	0.106	0.099	0.104	0.103	0.100	0.092	0.088	0.086	0.080	0.070	0.060	0.049	0.047	0.035	0.031	0.023	0.025	0.016	0.015	0.011	0.007	0.005	0.000	-0.003	-0.016	-0.015	-0.021	-0.021	-0.028	-0.029	-0.025	-0.028	-0.035
NF5	 Default 	 5/7/2015 	 10:58 AM 	 323.45 	  6.469 	  3.368 	   1.92 	   2.11 	  50.00 	  230 	  3.066 	  0.363 	 Measure 	 USB2G24694BA582 	 0.992095/0.42/128/24 	3.127	3.089	3.096	3.066	3.018	3.010	3.071	3.063	3.057	3.068	3.066	3.086	3.096	3.122	3.165	3.220	3.316	3.470	3.612	3.844	4.082	4.212	4.392	4.615	4.795	5.030	5.225	5.347	5.492	5.653	5.750	5.877	6.003	6.078	6.182	6.268	6.347	6.446	6.491	6.489	6.469	6.425	6.390	6.301	6.161	6.039	5.835	5.672	5.562	5.414	5.267	5.155	4.977	4.796	4.602	4.466	4.250	4.001	3.831	3.589	3.368	3.223	2.996	2.762	2.611	2.403	2.185	2.037	1.822	1.632	1.441	1.308	1.124	0.964	0.866	0.728	0.619	0.558	0.484	0.412	0.346	0.307	0.259	0.217	0.197	0.159	0.136	0.123	0.120	0.110	0.100	0.097	0.096	0.097	0.092	0.083	0.072	0.074	0.068	0.060	0.056	0.056	0.052	0.053	0.050	0.049	0.046	0.038	0.035	0.026	0.021	0.021	0.016	0.010	0.016	0.014	0.012	0.015	0.010	0.003	0.000	-0.006	-0.012	-0.011	-0.013	-0.012	-0.015	-0.013	-0.010	-0.014	-0.020
