File Name,admin_2015-08-14 20-51-25_CC009827_TLR.pcrd
Created By User,admin
Notes,
ID,
Run Started,08/15/2015 03:51:44 UTC
Run Ended,08/15/2015 07:17:51 UTC
Sample Vol,20
Lid Temp,105
Protocol File Name,Jake_CFX_3StepAmp+Melt.prcl
Plate Setup File Name,QuickPlate_96 wells_All Channels_White.pltd
Base Serial Number,CC009827
Optical Head Serial Number,785BR3659
CFX Manager Version,3.1.1517.0823. 
