File Name,admin_2015-08-15 16-25-51_CC009827_PGRP.pcrd
Created By User,admin
Notes,
ID,
Run Started,08/15/2015 23:26:14 UTC
Run Ended,08/16/2015 02:52:15 UTC
Sample Vol,20
Lid Temp,105
Protocol File Name,Jake_CFX_3StepAmp+Melt.prcl
Plate Setup File Name,QuickPlate_96 wells_All Channels_White.pltd
Base Serial Number,CC009827
Optical Head Serial Number,785BR3659
CFX Manager Version,3.1.1517.0823. 
