File Name,admin_2015-07-16 11-40-28_CC009827_HSP70.pcrd
Created By User,admin
Notes,
ID,
Run Started,07/16/2015 18:40:50 UTC
Run Ended,07/16/2015 22:07:17 UTC
Sample Vol,20
Lid Temp,105
Protocol File Name,Jake_CFX_3StepAmp+Melt.prcl
Plate Setup File Name,platesetup.pltd
Base Serial Number,CC009827
Optical Head Serial Number,785BR3659
CFX Manager Version,3.1.1517.0823. 
